Date,2014/6/28 12:48
Script,FracBack_OSX
Version,EDC052714
RealTime,Block,Miniblock,Trial,TrialType,Cue,IsMatch,KeyPressed,ACC,RT,CueDuration,ITIDuration,AbsOnset,MiniBlockOnset,CueOnset,ITIOnset
28-Jun-2014 12:49:12,1,1,1,0,V,FALSE,2@,1,0.74907,0.48332,1.495,57323.3365,57332.3582,57335.3582,57335.8415
28-Jun-2014 12:49:14,1,1,2,0,X,TRUE,1!,1,0.59808,0.48333,1.495,57323.3365,57332.3582,57337.3582,57337.8415
28-Jun-2014 12:49:16,1,1,3,0,N,FALSE,2@,1,0.38908,0.48335,1.495,57323.3365,57332.3582,57339.3581,57339.8415
28-Jun-2014 12:49:18,1,1,4,0,F,FALSE,2@,1,0.53306,0.48334,1.495,57323.3365,57332.3582,57341.3581,57341.8415
28-Jun-2014 12:49:20,1,1,5,0,T,FALSE,2@,1,0.46907,0.48333,1.495,57323.3365,57332.3582,57343.3581,57343.8415
28-Jun-2014 12:49:22,1,1,6,0,X,TRUE,1!,1,0.52609,0.48333,1.495,57323.3365,57332.3582,57345.3581,57345.8415
28-Jun-2014 12:49:24,1,1,7,0,B,FALSE,2@,1,0.46608,0.48334,1.495,57323.3365,57332.3582,57347.3581,57347.8415
28-Jun-2014 12:49:26,1,1,8,0,X,TRUE,1!,1,0.56097,0.48333,1.495,57323.3365,57332.3582,57349.3582,57349.8415
28-Jun-2014 12:49:28,1,1,9,0,N,FALSE,2@,1,0.45199,0.48333,1.495,57323.3365,57332.3582,57351.3581,57351.8415
28-Jun-2014 12:49:30,1,1,10,0,V,FALSE,2@,1,0.56501,0.48333,1.495,57323.3365,57332.3582,57353.3581,57353.8415
28-Jun-2014 12:49:32,1,1,11,0,B,FALSE,2@,1,0.57301,0.48333,1.495,57323.3365,57332.3582,57355.3582,57355.8415
28-Jun-2014 12:49:34,1,1,12,0,C,FALSE,2@,1,0.56507,0.48333,1.495,57323.3365,57332.3582,57357.3582,57357.8415
28-Jun-2014 12:49:36,1,1,13,0,X,TRUE,1!,1,0.64708,0.48334,1.495,57323.3365,57332.3582,57359.3581,57359.8415
28-Jun-2014 12:49:38,1,1,14,0,R,FALSE,2@,1,0.47799,0.48334,1.495,57323.3365,57332.3582,57361.3582,57361.8415
28-Jun-2014 12:49:40,1,1,15,0,X,TRUE,1!,1,0.52097,0.48333,1.495,57323.3365,57332.3582,57363.3582,57363.8415
28-Jun-2014 12:49:45,1,2,1,1,S,FALSE,2@,1,0.62607,0.48333,1.495,57323.3365,57365.3582,57368.3582,57368.8415
28-Jun-2014 12:49:47,1,2,2,1,G,FALSE,2@,1,0.71706,0.48333,1.495,57323.3365,57365.3582,57370.3582,57370.8415
28-Jun-2014 12:49:49,1,2,3,1,G,TRUE,1!,1,0.547,0.48334,1.495,57323.3365,57365.3582,57372.3581,57372.8415
28-Jun-2014 12:49:51,1,2,4,1,L,FALSE,2@,1,0.52507,0.48333,1.495,57323.3365,57365.3582,57374.3581,57374.8415
28-Jun-2014 12:49:53,1,2,5,1,Q,FALSE,2@,1,0.54509,0.48333,1.495,57323.3365,57365.3582,57376.3581,57376.8415
28-Jun-2014 12:49:55,1,2,6,1,Q,TRUE,2@,0,0.58502,0.48333,1.495,57323.3365,57365.3582,57378.3581,57378.8415
28-Jun-2014 12:49:57,1,2,7,1,B,FALSE,2@,1,0.57307,0.48332,1.495,57323.3365,57365.3582,57380.3582,57380.8415
28-Jun-2014 12:49:59,1,2,8,1,N,FALSE,2@,1,0.49798,0.48333,1.495,57323.3365,57365.3582,57382.3581,57382.8415
28-Jun-2014 12:50:01,1,2,9,1,N,TRUE,1!,1,0.69908,0.48334,1.495,57323.3365,57365.3582,57384.3581,57384.8415
28-Jun-2014 12:50:03,1,2,10,1,C,FALSE,2@,1,0.58608,0.48333,1.495,57323.3365,57365.3582,57386.3582,57386.8415
28-Jun-2014 12:50:05,1,2,11,1,C,TRUE,1!,1,0.54499,0.48333,1.495,57323.3365,57365.3582,57388.3581,57388.8415
28-Jun-2014 12:50:07,1,2,12,1,T,FALSE,2@,1,0.48198,0.48333,1.495,57323.3365,57365.3582,57390.3581,57390.8415
28-Jun-2014 12:50:09,1,2,13,1,T,TRUE,2@,0,0.56802,0.48333,1.495,57323.3365,57365.3582,57392.3582,57392.8415
28-Jun-2014 12:50:11,1,2,14,1,W,FALSE,2@,1,0.55007,0.48333,1.495,57323.3365,57365.3582,57394.3582,57394.8415
28-Jun-2014 12:50:13,1,2,15,1,K,FALSE,2@,1,0.557,0.48333,1.495,57323.3365,57365.3582,57396.3582,57396.8415
28-Jun-2014 12:50:18,1,3,1,2,J,FALSE,2@,1,0.70007,0.48334,1.495,57323.3365,57398.3581,57401.3582,57401.8415
28-Jun-2014 12:50:20,1,3,2,2,S,FALSE,2@,1,0.56302,0.48334,1.495,57323.3365,57398.3581,57403.3581,57403.8415
28-Jun-2014 12:50:22,1,3,3,2,J,TRUE,1!,1,0.58397,0.48333,1.495,57323.3365,57398.3581,57405.3582,57405.8415
28-Jun-2014 12:50:24,1,3,4,2,S,TRUE,2@,0,0.59607,0.48334,1.495,57323.3365,57398.3581,57407.3581,57407.8415
28-Jun-2014 12:50:26,1,3,5,2,B,FALSE,2@,1,0.57106,0.48332,1.495,57323.3365,57398.3581,57409.3581,57409.8415
28-Jun-2014 12:50:28,1,3,6,2,T,FALSE,2@,1,0.494,0.48332,1.495,57323.3365,57398.3581,57411.3582,57411.8415
28-Jun-2014 12:50:30,1,3,7,2,B,TRUE,1!,1,0.77298,0.48333,1.495,57323.3365,57398.3581,57413.3582,57413.8415
28-Jun-2014 12:50:32,1,3,8,2,V,FALSE,2@,1,0.62608,0.48334,1.495,57323.3365,57398.3581,57415.3581,57415.8415
28-Jun-2014 12:50:34,1,3,9,2,S,FALSE,2@,1,0.55301,0.48333,1.495,57323.3365,57398.3581,57417.3582,57417.8415
