Date,2014/5/2 12:44
Script,FracBack_OSX
Version,EDC042514
RealTime,Block,Miniblock,Trial,TrialType,Cue,IsMatch,KeyPressed,ACC,RT,CueDuration,ITIDuration,AbsOnset,MiniBlockOnset,CueOnset,ITIOnset
02-May-2014 12:45:10,1,1,1,0,V,FALSE,2@,1,0.98841,0.48335,1.4976,23691.1641,23700.1832,23703.1832,23703.6665
02-May-2014 12:45:12,1,1,2,0,X,TRUE,1!,1,0.5415,0.48332,1.4976,23691.1641,23700.1832,23705.1832,23705.6665
02-May-2014 12:45:14,1,1,3,0,N,FALSE,2@,1,0.25243,0.48333,1.4976,23691.1641,23700.1832,23707.1832,23707.6665
02-May-2014 12:45:16,1,1,4,0,F,FALSE,2@,1,0.49642,0.48333,1.4976,23691.1641,23700.1832,23709.1832,23709.6665
02-May-2014 12:45:18,1,1,5,0,T,FALSE,2@,1,0.38241,0.48333,1.4976,23691.1641,23700.1832,23711.1832,23711.6665
02-May-2014 12:45:20,1,1,6,0,X,TRUE,2@,0,0.40842,0.48334,1.4976,23691.1641,23700.1832,23713.1832,23713.6665
02-May-2014 12:45:22,1,1,7,0,B,FALSE,2@,1,0.3165,0.48334,1.4976,23691.1641,23700.1832,23715.1832,23715.6665
02-May-2014 12:45:24,1,1,8,0,X,TRUE,1!,1,0.34242,0.48333,1.4976,23691.1641,23700.1832,23717.1832,23717.6665
02-May-2014 12:45:26,1,1,9,0,N,FALSE,2@,1,0.26541,0.48333,1.4976,23691.1641,23700.1832,23719.1832,23719.6665
02-May-2014 12:45:28,1,1,10,0,V,FALSE,2@,1,0.30351,0.48334,1.4976,23691.1641,23700.1832,23721.1832,23721.6665
02-May-2014 12:45:30,1,1,11,0,B,FALSE,2@,1,0.48941,0.48333,1.4976,23691.1641,23700.1832,23723.1832,23723.6665
02-May-2014 12:45:32,1,1,12,0,C,FALSE,2@,1,0.37941,0.48333,1.4976,23691.1641,23700.1832,23725.1832,23725.6665
02-May-2014 12:45:34,1,1,13,0,X,TRUE,1!,1,0.36651,0.48334,1.4976,23691.1641,23700.1832,23727.1832,23727.6665
