Source:,pilot098_StopBehave-1.mat
Median Go RT @ 50% inhib (ms),Median Go RT @ 50.00% inhib (ms),StDev Go RT (ms),Mean SSD Ladder 1 (ms),Mean SSD Ladder 2 (ms),Subject mean SSD (ms),Discrimination errors (%),Go trial response (%),SSRT @ 50% inhib (ms),SSRT @ 50.00% inhib (ms),Ladder 1 inhib (%),Ladder 2 inhib (%),TR count
560.5,560.5,117.5,287.5,331.3,309.4,0.00,98.96,251.1,251.1,50.0,50.0,152.0,
