1,3,0,1,1,250,99,-1,0.44631,0,0,0.028894,0,0,1.5,0
2,3,2,2,0,0,0,0,0,0,0,0,0,0,0.5,1.5
3,3,0,1,0,0,0,0,0,0,0,2.0144,0,0,1.5,2
4,3,2,2,0,0,0,0,0,0,0,0,0,0,0.75,3.5
5,3,0,0,0,0,0,0,0,0,0,4.2682,0,0,1.5,4.25
6,3,2,2,0,0,0,0,0,0,0,0,0,0,1.25,5.75
7,3,0,1,0,0,0,0,0,0,0,7.0059,0,0,1.5,7
8,3,2,2,0,0,0,0,0,0,0,0,0,0,1.5,8.5
9,3,0,1,0,0,0,0,0,0,0,10.011,0,0,1.5,10
10,3,2,2,0,0,0,0,0,0,0,0,0,0,1.25,11.5
11,3,0,0,0,0,9,0,0.071129,0,0,12.765,0,0,1.5,12.75
12,3,2,2,0,0,0,0,0,0,0,0,0,0,0.5,14.25
13,3,0,0,0,0,9,0,0.0027495,0,0,14.769,0,0,1.5,14.75
14,3,2,2,0,0,0,0,0,0,0,0,0,0,0.5,16.25
15,3,0,0,2,250,0,1,0,0,0,16.755,0,0,1.5,16.75
16,3,2,2,0,0,0,0,0,0,0,0,0,0,1.5,18.25
17,3,0,0,0,0,0,0,0,0,0,19.777,0,0,1.5,19.75
18,3,2,2,0,0,0,0,0,0,0,0,0,0,3,21.25
19,3,0,1,1,200,0,1,0,0,0,24.268,0,0,1.5,24.25
20,3,2,2,0,0,0,0,0,0,0,0,0,0,2.625,25.75
21,3,0,1,0,0,0,0,0,0,0,28.391,0,0,1.5,28.375
22,3,2,2,0,0,0,0,0,0,0,0,0,0,2.875,29.875
23,3,0,1,0,0,0,0,0,0,0,32.765,0,0,1.5,32.75
24,3,2,2,0,0,0,0,0,0,0,0,0,0,1.75,34.25
25,3,0,1,0,0,0,0,0,0,0,36.02,0,0,1.5,36
26,3,2,2,0,0,0,0,0,0,0,0,0,0,0.75,37.5
27,3,0,0,0,0,0,0,0,0,0,38.257,0,0,1.5,38.25
28,3,2,2,0,0,0,0,0,0,0,0,0,0,0.875,39.75
29,3,0,0,2,300,0,1,0,0,0,40.645,0,0,1.5,40.625
30,3,2,2,0,0,0,0,0,0,0,0,0,0,0.5,42.125
31,3,0,0,0,0,0,0,0,0,0,42.631,0,0,1.5,42.625
32,3,2,2,0,0,0,0,0,0,0,0,0,0,0.75,44.125
33,3,0,0,0,0,0,0,0,0,0,44.885,0,0,1.5,44.875
34,3,2,2,0,0,0,0,0,0,0,0,0,0,0.625,46.375
35,3,0,0,0,0,0,0,0,0,0,47.005,0,0,1.5,47
36,3,2,2,0,0,0,0,0,0,0,0,0,0,0.625,48.5
37,3,0,0,0,0,0,0,0,0,0,49.142,0,0,1.5,49.125
38,3,2,2,0,0,0,0,0,0,0,0,0,0,2.125,50.625
39,3,0,1,0,0,0,0,0,0,0,52.764,0,0,1.5,52.75
40,3,2,2,0,0,0,0,0,0,0,0,0,0,0.5,54.25
41,3,0,1,0,0,0,0,0,0,0,54.768,0,0,1.5,54.75
42,3,2,2,0,0,0,0,0,0,0,0,0,0,0.875,56.25
43,3,0,1,2,350,0,1,0,0,0,57.138,0,0,1.5,57.125
44,3,2,2,0,0,0,0,0,0,0,0,0,0,1,58.625
45,3,0,0,1,250,0,1,0,0,0,59.642,0,0,1.5,59.625
46,3,2,2,0,0,0,0,0,0,0,0,0,0,0.625,61.125
47,3,0,1,0,0,0,0,0,0,0,61.763,0,0,1.5,61.75
48,3,2,2,0,0,0,0,0,0,0,0,0,0,0.625,63.25
49,3,0,0,0,0,0,0,0,0,0,63.883,0,0,1.5,63.875
50,3,2,2,0,0,0,0,0,0,0,0,0,0,0.625,65.375
51,3,0,1,0,0,0,0,0,0,0,66.019,0,0,1.5,66
52,3,2,2,0,0,0,0,0,0,0,0,0,0,0.625,67.5
53,3,0,0,0,0,0,0,0,0,0,68.14,0,0,1.5,68.125
54,3,2,2,0,0,0,0,0,0,0,0,0,0,0.875,69.625
55,3,0,1,0,0,0,0,0,0,0,70.51,0,0,1.5,70.5
56,3,2,2,0,0,0,0,0,0,0,0,0,0,1.75,72
57,3,0,0,0,0,0,0,0,0,0,73.766,0,0,1.5,73.75
58,3,2,2,0,0,0,0,0,0,0,0,0,0,2.375,75.25
59,3,0,1,0,0,0,0,0,0,0,77.639,0,0,1.5,77.625
60,3,2,2,0,0,0,0,0,0,0,0,0,0,0.5,79.125
61,3,0,0,2,400,0,1,0,0,0,79.642,0,0,1.5,79.625
62,3,2,2,0,0,0,0,0,0,0,0,0,0,0.625,81.125
63,3,0,1,1,300,0,1,0,0,0,81.762,0,0,1.5,81.75
64,3,2,2,0,0,0,0,0,0,0,0,0,0,0.875,83.25
