Started: 13-Feb-2014 14:02
TrialNumber	NumChunksNum	Trial	ArrowDirection	LadderNumber	LadderNum_SSD	SubjectResponse	LadderMovement	RT	actualSSD	actualSSD_plusCMDtime	absoluteTime	TimeStartBlock	DrewsActualSSD	TrialDuration_trialcode	TrialCourse_trialcode	
25	1	0	1	0	0	0	0	0.000	0.000	0.000	33.017	33.534	0.000	1.500	33.000
26	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.250	34.500
27	1	0	1	0	0	0	0	0.000	0.000	0.000	35.771	36.289	0.000	1.500	35.750
28	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.875	37.250
29	1	1	1	1	300	0	0	0.000	0.000	0.000	38.142	38.659	0.000	1.500	38.125
30	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.500	39.625
31	1	1	0	2	400	0	0	0.000	0.000	0.000	41.147	41.664	0.000	1.500	41.125
32	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.125	42.625
33	1	0	1	0	0	0	0	0.000	0.000	0.000	43.768	44.285	0.000	1.500	43.750
34	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.500	45.250
35	1	0	1	0	0	55	0	0.399	0.000	0.000	46.772	47.290	0.000	1.500	46.750
36	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	2.750	48.250
37	1	0	0	0	0	54	0	0.301	0.000	0.000	51.029	51.547	0.000	1.500	51.000
38	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.750	52.500
39	1	1	1	1	350	55	0	0.065	0.000	0.000	54.268	54.786	-12.713	1.500	54.250
40	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.625	55.750
41	1	1	0	2	450	54	0	0.423	0.000	0.000	56.405	56.923	-1.782	1.500	56.375
42	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.000	57.875
43	1	0	0	0	0	54	0	0.456	0.000	0.000	58.892	59.410	0.000	1.500	58.875
44	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.625	60.375
45	1	0	1	0	0	55	0	0.279	0.000	0.000	61.029	61.547	0.000	1.500	61.000
46	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.875	62.500
47	1	0	0	0	0	54	0	0.402	0.000	0.000	63.400	63.917	0.000	1.500	63.375
48	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.750	64.875
49	1	0	0	0	0	54	0	0.318	0.000	0.000	65.654	66.171	0.000	1.500	65.625
50	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.375	67.125
51	1	0	0	0	0	54	0	0.335	0.000	0.000	68.525	69.042	0.000	1.500	68.500
52	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.000	70.000
53	1	0	1	0	0	55	0	0.495	0.000	0.000	71.029	71.547	0.000	1.500	71.000
54	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.875	72.500
55	1	0	1	0	0	55	0	0.459	0.000	0.000	73.400	73.917	0.000	1.500	73.375
56	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.000	74.875
57	1	0	0	0	0	54	0	0.260	0.000	0.000	75.904	76.421	0.000	1.500	75.875
58	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.375	77.375
59	1	0	1	0	0	55	0	0.291	0.000	0.000	78.775	79.293	0.000	1.500	78.750
60	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	2.125	80.250
61	1	1	0	2	400	54	0	0.293	0.000	0.000	82.398	82.915	-25.537	1.500	82.375
62	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.500	83.875
63	1	1	1	1	300	0	0	0.000	0.000	0.000	85.403	85.920	0.000	1.500	85.375
64	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	2.125	86.875
65	1	0	1	0	0	55	0	0.441	0.000	0.000	89.025	89.543	0.000	1.500	89.000
66	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.875	90.500
67	1	1	0	2	350	54	0	0.425	0.000	0.000	91.396	91.913	0.358	1.500	91.375
68	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.625	92.875
69	1	0	0	0	0	54	0	0.423	0.000	0.000	93.533	94.050	0.000	1.500	93.500
70	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.625	95.000
71	1	1	1	1	350	55	0	0.423	0.000	0.000	95.653	96.170	0.357	1.500	95.625
72	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.375	97.125
73	1	0	0	0	0	54	0	0.352	0.000	0.000	98.524	99.042	0.000	1.500	98.500
74	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	2.125	100.000
75	1	0	1	0	0	55	0	0.609	0.000	0.000	102.147	102.664	0.000	1.500	102.125
76	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.875	103.625
77	1	0	0	0	0	54	0	0.446	0.000	0.000	104.517	105.035	0.000	1.500	104.500
78	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.625	106.000
79	1	0	1	0	0	55	0	0.620	0.000	0.000	106.654	107.172	0.000	1.500	106.625
80	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.250	108.125
81	1	0	0	0	0	54	0	0.322	0.000	0.000	109.392	109.910	0.000	1.500	109.375
82	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.000	110.875
83	1	0	1	0	0	55	0	0.292	0.000	0.000	111.896	112.414	0.000	1.500	111.875
84	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.625	113.375
85	1	0	0	0	0	54	0	0.474	0.000	0.000	114.033	114.550	0.000	1.500	114.000
86	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	2.500	115.500
87	1	0	0	0	0	54	0	0.467	0.000	0.000	118.023	118.540	0.000	1.500	118.000
88	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	2.125	119.500
89	1	0	1	0	0	55	0	0.342	0.000	0.000	121.645	122.163	0.000	1.500	121.625
90	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.000	123.125
91	1	0	1	0	0	55	0	0.397	0.000	0.000	124.150	124.667	0.000	1.500	124.125
92	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.625	125.625
93	1	1	1	2	300	55	0	0.372	0.000	0.000	126.270	126.787	0.308	1.500	126.250
94	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	2.000	127.750
95	1	1	0	1	300	54	0	0.284	0.000	0.000	129.775	130.293	-3.198	1.500	129.750
96	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.625	131.250
97	1	0	0	0	0	54	0	0.379	0.000	0.000	131.896	132.413	0.000	1.500	131.875
98	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.375	133.375
99	1	0	1	0	0	55	0	0.333	0.000	0.000	134.767	135.285	0.000	1.500	134.750
100	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.250	136.250
101	1	0	0	0	0	54	0	0.354	0.000	0.000	137.522	138.039	0.000	1.500	137.500
102	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.625	139.000
103	1	0	0	0	0	54	0	0.402	0.000	0.000	139.642	140.159	0.000	1.500	139.625
104	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	2.000	141.125
105	1	1	1	1	250	55	0	0.359	0.000	0.000	143.147	143.665	0.257	1.500	143.125
106	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.250	144.625
107	1	0	1	0	0	55	0	0.423	0.000	0.000	145.902	146.419	0.000	1.500	145.875
108	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.750	147.375
109	1	1	0	2	250	54	0	0.375	0.000	0.000	149.157	149.675	0.255	1.500	149.125
110	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.875	150.625
111	1	0	1	0	0	55	0	0.618	0.000	0.000	152.530	153.047	0.000	1.500	152.500
112	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.750	154.000
113	1	0	1	0	0	55	0	0.533	0.000	0.000	154.767	155.284	0.000	1.500	154.750
114	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	2.375	156.250
115	1	0	0	0	0	54	0	0.356	0.000	0.000	158.656	159.174	0.000	1.500	158.625
116	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.625	160.125
117	1	0	1	0	0	55	0	0.508	0.000	0.000	160.776	161.294	0.000	1.500	160.750
118	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.625	162.250
119	1	0	0	0	0	54	0	0.384	0.000	0.000	163.898	164.416	0.000	1.500	163.875
120	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.500	165.375
121	1	0	1	0	0	55	0	0.350	0.000	0.000	165.901	166.419	0.000	1.500	165.875
122	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	2.500	167.375
123	1	0	0	0	0	54	0	0.351	0.000	0.000	169.891	170.409	0.000	1.500	169.875
124	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.875	171.375
125	1	1	1	1	200	55	0	0.277	0.000	0.000	172.279	172.796	0.207	1.500	172.250
126	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.500	173.750
127	1	1	0	2	200	54	0	0.360	0.000	0.000	175.267	175.784	0.207	1.500	175.250
128	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.000	176.750
129	1	1	0	1	150	0	0	0.000	0.000	0.000	177.769	178.286	0.000	1.500	177.750
130	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	3.500	179.250
131	1	1	1	2	150	55	0	0.318	0.000	0.000	182.777	183.295	0.158	1.500	182.750
132	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.750	184.250
133	1	0	1	0	0	55	0	0.360	0.000	0.000	185.031	185.548	0.000	1.500	185.000
134	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.875	186.500
135	1	0	0	0	0	54	0	0.325	0.000	0.000	187.401	187.919	0.000	1.500	187.375
136	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.875	188.875
137	1	0	1	0	0	55	0	0.368	0.000	0.000	190.774	191.291	0.000	1.500	190.750
138	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.875	192.250
139	1	0	0	0	0	54	0	0.406	0.000	0.000	193.144	193.662	0.000	1.500	193.125
140	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.375	194.625
141	1	0	1	0	0	55	0	0.365	0.000	0.000	196.032	196.550	0.000	1.500	196.000
142	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.500	197.500
143	1	0	0	0	0	54	0	0.362	0.000	0.000	198.019	198.536	0.000	1.500	198.000
144	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.500	199.500
145	1	0	0	0	0	54	0	0.350	0.000	0.000	201.024	201.541	0.000	1.500	201.000
146	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	3.500	202.500
147	1	0	0	0	0	54	0	0.390	0.000	0.000	206.032	206.549	0.000	1.500	206.000
148	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.750	207.500
149	1	0	0	0	0	54	0	0.306	0.000	0.000	208.269	208.786	0.000	1.500	208.250
150	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.500	209.750
151	1	0	1	0	0	55	0	0.373	0.000	0.000	211.274	211.791	0.000	1.500	211.250
152	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.750	212.750
153	1	1	1	2	100	0	0	0.000	0.000	0.000	213.528	214.045	0.000	1.500	213.500
154	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.875	215.000
155	1	0	1	0	0	55	0	0.365	0.000	0.000	215.898	216.416	0.000	1.500	215.875
156	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.500	217.375
157	1	1	0	1	200	54	0	0.375	0.000	0.000	218.903	219.421	0.204	1.500	218.875
158	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.125	220.375
159	1	0	1	0	0	55	0	0.354	0.000	0.000	221.524	222.042	0.000	1.500	221.500
160	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.625	223.000
161	1	0	1	0	0	55	0	0.387	0.000	0.000	223.644	224.162	0.000	1.500	223.625
162	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.375	225.125
163	1	0	0	0	0	54	0	0.377	0.000	0.000	226.532	227.050	0.000	1.500	226.500
164	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.500	228.000
165	1	0	1	0	0	55	0	0.406	0.000	0.000	228.519	229.036	0.000	1.500	228.500
166	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	3.500	230.000
167	1	1	0	2	150	0	0	0.000	0.000	0.000	233.527	234.045	0.000	1.500	233.500
168	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	2.125	235.000
169	1	1	1	1	150	55	0	0.392	0.000	0.000	237.150	237.667	0.156	1.500	237.125
170	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.500	238.625
171	1	0	0	0	0	54	0	0.413	0.000	0.000	240.155	240.672	0.000	1.500	240.125
172	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.500	241.625
173	1	0	0	0	0	54	0	0.474	0.000	0.000	242.141	242.659	0.000	1.500	242.125
174	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.875	243.625
175	1	0	1	0	0	55	0	0.471	0.000	0.000	244.529	245.046	0.000	1.500	244.500
176	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.875	246.000
177	1	0	1	0	0	55	0	0.384	0.000	0.000	247.901	248.418	0.000	1.500	247.875
178	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.500	249.375
179	1	0	1	0	0	55	0	0.430	0.000	0.000	249.904	250.422	0.000	1.500	249.875
180	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.750	251.375
181	1	0	0	0	0	54	0	0.351	0.000	0.000	253.143	253.660	0.000	1.500	253.125
182	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.375	254.625
183	1	0	1	0	0	55	0	0.408	0.000	0.000	256.031	256.548	0.000	1.500	256.000
184	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	3.625	257.500
185	1	0	0	0	0	54	0	0.371	0.000	0.000	261.156	261.673	0.000	1.500	261.125
186	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.500	262.625
187	1	0	0	0	0	54	0	0.355	0.000	0.000	263.142	263.660	0.000	1.500	263.125
188	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	2.375	264.625
189	1	1	1	1	100	0	0	0.000	0.000	0.000	267.032	267.550	0.000	1.500	267.000
190	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.625	268.500
191	1	1	0	2	200	54	0	0.365	0.000	0.000	269.152	269.670	0.209	1.500	269.125
192	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.500	270.625
193	1	1	0	2	150	54	0	0.369	0.000	0.000	272.157	272.675	0.154	1.500	272.125
194	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.250	273.625
195	1	1	1	1	150	0	0	0.000	0.000	0.000	274.895	275.413	0.000	1.500	274.875
196	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.500	276.375
197	1	0	0	0	0	54	0	0.492	0.000	0.000	276.898	277.416	0.000	1.500	276.875
198	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.125	278.375
199	1	0	0	0	0	54	0	0.424	0.000	0.000	279.519	280.037	0.000	1.500	279.500
200	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.750	281.000
201	1	0	1	0	0	55	0	0.562	0.000	0.000	281.773	282.291	0.000	1.500	281.750
202	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.875	283.250
203	1	0	1	0	0	55	0	0.551	0.000	0.000	284.144	284.661	0.000	1.500	284.125
204	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	2.875	285.625
205	1	0	1	0	0	55	0	0.416	0.000	0.000	288.517	289.035	0.000	1.500	288.500
206	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.750	290.000
207	1	0	0	0	0	54	0	0.441	0.000	0.000	291.773	292.290	0.000	1.500	291.750
208	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.875	293.250
209	1	1	0	1	200	0	0	0.000	0.000	0.000	294.143	294.661	0.000	1.500	294.125
210	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.750	295.625
211	1	0	1	0	0	55	0	0.408	0.000	0.000	296.397	296.915	0.000	1.500	296.375
212	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.750	297.875
213	1	1	1	2	100	0	0	0.000	0.000	0.000	298.651	299.168	0.000	1.500	298.625
214	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.000	300.125
215	1	0	1	0	0	55	0	0.570	0.000	0.000	301.155	301.672	0.000	1.500	301.125
216	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.625	302.625
217	1	0	1	0	0	55	0	0.540	0.000	0.000	303.275	303.793	0.000	1.500	303.250
218	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	3.125	304.750
219	1	0	0	0	0	54	0	0.515	0.000	0.000	307.899	308.417	0.000	1.500	307.875
220	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.625	309.375
221	1	0	0	0	0	54	0	0.604	0.000	0.000	310.019	310.537	0.000	1.500	310.000
222	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.500	311.500
223	1	0	0	0	0	54	0	0.487	0.000	0.000	313.024	313.542	0.000	1.500	313.000
224	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.500	314.500
225	1	0	1	0	0	55	0	0.464	0.000	0.000	316.029	316.547	0.000	1.500	316.000
226	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	2.125	317.500
227	1	0	0	0	0	54	0	0.540	0.000	0.000	319.652	320.169	0.000	1.500	319.625
228	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.875	321.125
229	1	0	0	0	0	54	0	0.568	0.000	0.000	322.022	322.540	0.000	1.500	322.000
230	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.625	323.500
231	1	0	0	0	0	54	0	0.542	0.000	0.000	325.144	325.662	0.000	1.500	325.125
232	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.625	326.625
233	1	1	1	2	150	0	0	0.000	0.000	0.000	327.281	327.799	0.000	1.500	327.250
234	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	2.000	328.750
235	1	0	1	0	0	55	0	0.459	0.000	0.000	330.770	331.288	0.000	1.500	330.750
236	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.500	332.250
237	1	1	0	1	250	0	0	0.000	0.000	0.000	332.773	333.291	0.000	1.500	332.750
238	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.625	334.250
239	1	0	1	0	0	55	0	0.408	0.000	0.000	334.894	335.411	0.000	1.500	334.875
240	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	2.875	336.375
241	1	0	1	0	0	55	0	0.410	0.000	0.000	339.267	339.785	0.000	1.500	339.250
242	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.125	340.750
243	1	0	0	0	0	54	0	0.429	0.000	0.000	341.905	342.423	0.000	1.500	341.875
244	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.500	343.375
245	1	1	0	1	300	0	0	0.000	0.000	0.000	343.892	344.409	0.000	1.500	343.875
246	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.500	345.375
247	1	1	1	2	200	0	0	0.000	0.000	0.000	345.895	346.413	0.000	1.500	345.875
248	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.625	347.375
249	1	0	1	0	0	55	0	0.454	0.000	0.000	348.032	348.549	0.000	1.500	348.000
250	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.375	349.500
251	1	0	1	0	0	55	0	0.454	0.000	0.000	350.903	351.421	0.000	1.500	350.875
252	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.625	352.375
253	1	0	0	0	0	54	0	0.294	0.000	0.000	353.023	353.541	0.000	1.500	353.000
254	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.625	354.500
255	1	0	0	0	0	54	0	0.374	0.000	0.000	356.145	356.663	0.000	1.500	356.125
256	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	2.125	357.625
