Started: 17-Mar-2014 15:05
TrialNumber	NumChunksNum	Trial	ArrowDirection	LadderNumber	LadderNum_SSD	SubjectResponse	LadderMovement	RT	actualSSD	actualSSD_plusCMDtime	absoluteTime	TimeStartBlock	DrewsActualSSD	TrialDuration_trialcode	TrialCourse_trialcode	
170	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.250	237.250
171	2	0	0	0	0	30	0	0.782	0.000	0.000	238.521	239.038	0.000	1.500	238.500
172	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.500	240.000
173	2	1	1	1	850	31	0	0.871	0.000	0.000	241.521	242.038	0.855	1.500	241.500
174	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	3.625	243.000
175	2	1	0	2	850	0	0	0.000	0.000	0.000	246.655	247.171	0.000	1.500	246.625
176	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.125	248.125
177	2	1	1	2	900	0	0	0.000	0.000	0.000	249.271	249.788	0.000	1.500	249.250
178	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	2.500	250.750
179	2	1	0	1	800	0	0	0.000	0.000	0.000	253.271	253.788	0.000	1.500	253.250
180	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.500	254.750
181	2	0	0	0	0	0	0	0.000	0.000	0.000	255.621	256.138	0.000	1.500	255.250
182	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.750	256.750
183	2	0	0	0	0	0	0	0.000	0.000	0.000	257.521	258.038	0.000	1.500	257.500
184	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.750	259.000
185	2	0	1	0	0	31	0	0.910	0.000	0.000	259.771	260.288	0.000	1.500	259.750
186	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.750	261.250
187	2	0	1	0	0	31	0	0.998	0.000	0.000	262.021	262.538	0.000	1.500	262.000
188	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.250	263.500
189	2	0	0	0	0	30	0	0.849	0.000	0.000	264.771	265.288	0.000	1.500	264.750
190	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.875	266.250
191	2	0	1	0	0	31	0	0.831	0.000	0.000	267.155	267.671	0.000	1.500	267.125
192	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.500	268.625
193	2	0	1	0	0	31	0	0.818	0.000	0.000	270.155	270.671	0.000	1.500	270.125
194	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.125	271.625
195	2	0	0	0	0	30	0	0.741	0.000	0.000	272.771	273.288	0.000	1.500	272.750
196	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	2.375	274.250
197	2	0	1	0	0	31	0	0.845	0.000	0.000	276.655	277.171	0.000	1.500	276.625
198	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	2.375	278.125
199	2	1	0	1	850	30	0	0.883	0.000	0.000	280.521	281.038	0.855	1.500	280.500
200	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.625	282.000
201	2	0	0	0	0	30	0	1.000	0.000	0.000	283.655	284.171	0.000	1.500	283.625
202	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	2.125	285.125
203	2	0	0	0	0	30	0	0.876	0.000	0.000	287.271	287.788	0.000	1.500	287.250
204	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.500	288.750
205	2	0	1	0	0	31	0	0.948	0.000	0.000	289.271	289.788	0.000	1.500	289.250
206	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.625	290.750
207	2	1	1	2	950	31	0	0.875	0.000	0.000	291.405	291.921	-10.028	1.500	291.375
208	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.500	292.875
209	2	0	0	0	0	0	0	0.000	0.000	0.000	293.405	293.921	0.000	1.500	293.375
210	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.000	294.875
211	2	0	0	0	0	30	0	0.778	0.000	0.000	295.905	296.421	0.000	1.500	295.875
212	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.125	297.375
213	2	0	1	0	0	31	0	0.900	0.000	0.000	298.521	299.038	0.000	1.500	298.500
214	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.625	300.000
215	2	0	0	0	0	30	0	0.887	0.000	0.000	300.655	301.171	0.000	1.500	300.625
216	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.875	302.125
217	2	0	1	0	0	31	0	0.931	0.000	0.000	303.021	303.538	0.000	1.500	303.000
218	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.500	304.500
219	2	0	1	0	0	0	0	0.000	0.000	0.000	305.021	305.538	0.000	1.500	305.000
220	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.000	306.500
221	2	1	0	2	900	30	0	0.903	0.000	0.000	307.521	308.038	0.906	1.500	307.500
222	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.000	309.000
223	2	1	1	1	800	0	0	0.000	0.000	0.000	310.021	310.538	0.000	1.500	310.000
224	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.875	311.500
225	2	1	1	1	850	0	0	0.000	0.000	0.000	312.405	312.921	0.000	1.500	312.375
226	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.625	313.875
227	2	0	1	0	0	31	0	0.890	0.000	0.000	314.805	315.321	0.000	1.500	314.500
228	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.000	316.000
229	2	0	0	0	0	0	0	0.000	0.000	0.000	317.021	317.538	0.000	1.500	317.000
230	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.625	318.500
231	2	0	1	0	0	31	0	0.866	0.000	0.000	320.155	320.671	0.000	1.500	320.125
232	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.125	321.625
233	2	0	0	0	0	30	0	0.906	0.000	0.000	322.771	323.288	0.000	1.500	322.750
234	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.750	324.250
235	2	0	1	0	0	31	0	0.847	0.000	0.000	325.021	325.538	0.000	1.500	325.000
236	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.750	326.500
237	2	0	0	0	0	30	0	0.731	0.000	0.000	327.271	327.788	0.000	1.500	327.250
238	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	2.375	328.750
239	2	1	0	2	850	30	0	0.941	0.000	0.000	331.155	331.671	0.858	1.500	331.125
240	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.500	332.625
241	2	0	1	0	0	31	0	0.872	0.000	0.000	333.155	333.671	0.000	1.500	333.125
242	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.250	334.625
243	2	0	1	0	0	31	0	0.840	0.000	0.000	335.905	336.421	0.000	1.500	335.875
244	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	2.000	337.375
245	2	0	0	0	0	30	0	0.838	0.000	0.000	339.405	339.921	0.000	1.500	339.375
246	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.125	340.875
247	2	0	0	0	0	30	0	0.846	0.000	0.000	342.021	342.538	0.000	1.500	342.000
248	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.375	343.500
249	2	0	1	0	0	31	0	0.948	0.000	0.000	344.905	345.421	0.000	1.500	344.875
250	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.375	346.375
251	2	0	0	0	0	30	0	0.739	0.000	0.000	347.771	348.288	0.000	1.500	347.750
252	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.875	349.250
253	2	1	0	2	800	30	0	0.872	0.000	0.000	350.155	350.671	0.804	1.500	350.125
254	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.875	351.625
255	2	1	1	1	900	31	0	0.907	0.000	0.000	352.521	353.038	0.908	1.500	352.500
256	2	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.250	354.000
