0,1.5,0,0,0
2,1.125,1.5,2,0
0,1.5,2.625,1,2
2,0.625,4.125,2,0
0,1.5,4.75,0,0
2,0.875,6.25,2,0
0,1.5,7.125,1,0
2,0.5,8.625,2,0
0,1.5,9.125,0,0
2,0.625,10.625,2,0
0,1.5,11.25,1,0
2,1.125,12.75,2,0
0,1.5,13.875,0,1
2,0.875,15.375,2,0
0,1.5,16.25,1,0
2,3.125,17.75,2,0
0,1.5,20.875,0,2
2,1,22.375,2,0
0,1.5,23.375,1,0
2,0.75,24.875,2,0
0,1.5,25.625,0,0
2,0.75,27.125,2,0
0,1.5,27.875,1,0
2,0.5,29.375,2,0
0,1.5,29.875,0,0
2,0.875,31.375,2,0
0,1.5,32.25,1,0
2,1.25,33.75,2,0
0,1.5,35,0,0
2,1.625,36.5,2,0
0,1.5,38.125,1,1
2,1,39.625,2,0
0,1.5,40.625,1,0
2,1.25,42.125,2,0
0,1.5,43.375,1,0
2,0.625,44.875,2,0
0,1.5,45.5,0,0
2,0.625,47,2,0
0,1.5,47.625,0,0
2,0.875,49.125,2,0
0,1.5,50,0,0
2,2.625,51.5,2,0
0,1.5,54.125,1,0
2,1.5,55.625,2,0
0,1.5,57.125,0,2
2,0.875,58.625,2,0
0,1.5,59.5,1,1
2,1.375,61,2,0
0,1.5,62.375,0,1
2,1.125,63.875,2,0
0,1.5,65,1,2
2,0.5,66.5,2,0
0,1.5,67,0,0
2,1,68.5,2,0
0,1.5,69.5,1,0
2,0.75,71,2,0
0,1.5,71.75,0,0
2,0.875,73.25,2,0
0,1.5,74.125,1,0
2,1,75.625,2,0
0,1.5,76.625,0,0
2,0.625,78.125,2,0
0,1.5,78.75,1,0
2,1.375,80.25,2,0
0,1.5,81.625,0,0
2,0.75,83.125,2,0
0,1.5,83.875,1,2
2,0.625,85.375,2,0
0,1.5,86,1,0
2,0.75,87.5,2,0
0,1.5,88.25,1,0
2,1.25,89.75,2,0
0,1.5,91,1,0
2,2.375,92.5,2,0
0,1.5,94.875,0,0
2,1.5,96.375,2,0
0,1.5,97.875,0,0
2,0.75,99.375,2,0
0,1.5,100.12,0,1
2,0.75,101.62,2,0
0,1.5,102.38,0,0
2,1.25,103.88,2,0
0,1.5,105.12,1,0
2,2.25,106.62,2,0
0,1.5,108.88,1,0
2,1.125,110.38,2,0
0,1.5,111.5,0,0
2,0.625,113,2,0
0,1.5,113.62,0,0
2,2.75,115.12,2,0
0,1.5,117.88,1,2
2,1.5,119.38,2,0
0,1.5,120.88,0,1
2,1.5,122.38,2,0
0,1.5,123.88,1,0
2,3.25,125.38,2,0
0,1.5,128.62,1,0
2,0.5,130.12,2,0
0,1.5,130.62,0,0
2,2.25,132.12,2,0
0,1.5,134.38,1,0
2,0.5,135.88,2,0
0,1.5,136.38,0,0
2,1.25,137.88,2,0
0,1.5,139.12,0,0
2,3.25,140.62,2,0
0,1.5,143.88,1,1
2,2.875,145.38,2,0
0,1.5,148.25,0,2
2,1.75,149.75,2,0
0,1.5,151.5,1,0
2,1.25,153,2,0
0,1.5,154.25,1,0
2,1.375,155.75,2,0
0,1.5,157.12,1,0
2,1,158.62,2,0
0,1.5,159.62,1,0
2,2.125,161.12,2,0
0,1.5,163.25,0,0
2,1.375,164.75,2,0
0,1.5,166.12,0,0
2,0.625,167.62,2,0
0,1.5,168.25,0,0
2,2.75,169.75,2,0
0,1.5,172.5,0,1
2,1.375,174,2,0
0,1.5,175.38,1,2
2,2.625,176.88,2,0
0,1.5,179.5,1,0
2,0.625,181,2,0
0,1.5,181.62,0,0
2,0.875,183.12,2,0
0,1.5,184,1,0
2,0.625,185.5,2,0
0,1.5,186.12,1,0
2,2.375,187.62,2,0
0,1.5,190,0,1
2,1.5,191.5,2,0
0,1.5,193,0,0
2,1.125,194.5,2,0
0,1.5,195.62,0,0
2,2.75,197.12,2,0
0,1.5,199.88,1,2
2,1.25,201.38,2,0
0,1.5,202.62,1,0
2,0.75,204.12,2,0
0,1.5,204.88,0,1
2,1.625,206.38,2,0
0,1.5,208,0,0
2,0.625,209.5,2,0
0,1.5,210.12,0,0
2,1,211.62,2,0
0,1.5,212.62,0,0
2,0.625,214.12,2,0
0,1.5,214.75,1,0
2,1.375,216.25,2,0
0,1.5,217.62,1,0
2,0.875,219.12,2,0
0,1.5,220,1,2
2,1,221.5,2,0
0,1.5,222.5,0,0
2,0.625,224,2,0
0,1.5,224.62,1,0
2,0.5,226.12,2,0
0,1.5,226.62,0,0
2,0.5,228.12,2,0
0,1.5,228.62,1,2
2,0.5,230.12,2,0
0,1.5,230.62,0,1
2,1.5,232.12,2,0
0,1.5,233.62,1,0
2,0.5,235.12,2,0
0,1.5,235.62,1,0
2,0.5,237.12,2,0
0,1.5,237.62,0,0
2,2,239.12,2,0
0,1.5,241.12,0,0
2,0.875,242.62,2,0
0,1.5,243.5,0,0
2,1,245,2,0
0,1.5,246,1,0
2,0.875,247.5,2,0
0,1.5,248.38,1,1
2,3.875,249.88,2,0
0,1.5,253.75,0,2
2,1.875,255.25,2,0
0,1.5,257.12,0,0
2,4,258.62,2,0
0,1.5,262.62,1,0
2,1.75,264.12,2,0
0,1.5,265.88,1,0
2,1.5,267.38,2,0
0,1.5,268.88,0,0
2,0.625,270.38,2,0
0,1.5,271,1,0
2,0.5,272.5,2,0
0,1.5,273,1,0
2,1.625,274.5,2,0
0,1.5,276.12,1,2
2,1,277.62,2,0
0,1.5,278.62,0,1
2,1.75,280.12,2,0
0,1.5,281.88,0,0
2,0.75,283.38,2,0
0,1.5,284.12,1,0
2,1.5,285.62,2,0
0,1.5,287.12,0,0
2,3.875,288.62,2,0
0,1.5,292.5,0,0
2,1.5,294,2,0
0,1.5,295.5,0,0
2,1.625,297,2,0
0,1.5,298.62,0,0
2,1.375,300.12,2,0
0,1.5,301.5,1,0
2,1.625,303,2,0
0,1.5,304.62,1,0
2,1.625,306.12,2,0
0,1.5,307.75,1,2
2,1,309.25,2,0
0,1.5,310.25,1,0
2,1.5,311.75,2,0
0,1.5,313.25,0,1
2,0.875,314.75,2,0
0,1.5,315.62,1,2
2,1,317.12,2,0
0,1.5,318.12,0,0
2,3,319.62,2,0
0,1.5,322.62,1,0
2,0.875,324.12,2,0
0,1.5,325,0,0
2,1.25,326.5,2,0
0,1.5,327.75,0,0
2,0.5,329.25,2,0
0,1.5,329.75,1,0
2,1.125,331.25,2,0
0,1.5,332.38,0,1
2,2.5,333.88,2,0
0,1.5,336.38,1,0
2,1.625,337.88,2,0
0,1.5,339.5,1,2
2,2.125,341,2,0
0,1.5,343.12,0,0
2,0.875,344.62,2,0
0,1.5,345.5,0,0
2,1,347,2,0
0,1.5,348,1,0
2,0.875,349.5,2,0
0,1.5,350.38,0,0
2,1.75,351.88,2,0
0,1.5,353.62,0,1
2,0.75,355.12,2,0
0,1.5,355.88,1,0
2,0.5,357.38,2,0
0,1.5,357.88,1,0
2,0.625,359.38,2,0
