Date,2014/5/2 10:1
Script,FracBack_OSX
Version,EDC042514
RealTime,Block,Miniblock,Trial,TrialType,Cue,IsMatch,KeyPressed,ACC,RT,CueDuration,ITIDuration,AbsOnset,MiniBlockOnset,CueOnset,ITIOnset
02-May-2014 10:01:30,1,1,1,0,K,FALSE,7&,1,0.66185,0.48413,1.4975,14923.4975,14925.5276,14928.5159,14929
02-May-2014 10:01:32,1,1,2,0,J,FALSE,7&,1,1.0506,0.48413,1.4942,14923.4975,14925.5276,14930.5192,14931.0033
02-May-2014 10:01:34,1,1,3,0,X,TRUE,6^,1,0.65521,0.46743,1.5076,14923.4975,14925.5276,14932.5225,14932.9899
02-May-2014 10:01:36,1,1,4,0,G,FALSE,7&,1,0.39587,0.46743,1.5043,14923.4975,14925.5276,14934.5257,14934.9932
02-May-2014 10:01:38,1,1,5,0,X,TRUE,6^,1,0.50469,0.46743,1.5011,14923.4975,14925.5276,14936.529,14936.9965
02-May-2014 10:01:40,1,1,6,0,R,FALSE,7&,1,0.4141,0.48413,1.4978,14923.4975,14925.5276,14938.5156,14938.9998
02-May-2014 10:01:42,1,1,7,0,S,FALSE,7&,1,0.49874,0.48413,1.4945,14923.4975,14925.5276,14940.5189,14941.0031
02-May-2014 10:01:44,1,1,8,0,X,TRUE,6^,1,0.50344,0.48414,1.4912,14923.4975,14925.5276,14942.5222,14943.0063
02-May-2014 10:01:46,1,1,9,0,M,FALSE,7&,1,0.33212,0.46742,1.5046,14923.4975,14925.5276,14944.5255,14944.9929
02-May-2014 10:01:48,1,1,10,0,N,FALSE,7&,1,0.12085,0.46744,1.5013,14923.4975,14925.5276,14946.5288,14946.9962
02-May-2014 10:01:50,1,1,11,0,L,FALSE,7&,1,0.59824,0.48413,1.498,14923.4975,14925.5276,14948.5154,14948.9995
