Date,2014/4/22 17:55
Script,FracBack_OSX
Version,v0.1beta
Block,Miniblock,Trial,Type,Cue,IsMatch,KeyPressed,Acc,Rt_us,CueDuration_us,ITIDuration_us,BlockOnset_us,MiniBlockOnset_us,CueOnset_us,ITIOnset_us,EventCodeSequence
Date,2014/4/22 17:57
Script,FracBack_OSX
Version,v0.1beta
Block,Miniblock,Trial,Type,Cue,IsMatch,KeyPressed,Acc,Rt_us,CueDuration_us,ITIDuration_us,BlockOnset_us,MiniBlockOnset_us,CueOnset_us,ITIOnset_us,EventCodeSequence
Date,2014/4/22 17:58
Script,FracBack_OSX
Version,v0.1beta
Block,Miniblock,Trial,Type,Cue,IsMatch,KeyPressed,Acc,Rt_us,CueDuration_us,ITIDuration_us,BlockOnset_us,MiniBlockOnset_us,CueOnset_us,ITIOnset_us,EventCodeSequence
5,1,11,2,T,FALSE,7&,1,0.62447,0.50082,1.4759,35011.5133,35016.5371,35036.5366,35037.0374,22  41
5,1,12,2,J,TRUE,7&,0,0.50747,0.50082,1.4726,35011.5133,35016.5371,35038.5399,35039.0407,21  42
5,1,13,2,M,FALSE,7&,1,0.55354,0.50083,1.4693,35011.5133,35016.5371,35040.5432,35041.044,22  41
5,1,14,2,J,TRUE,6^,1,0.58929,0.50081,1.466,35011.5133,35016.5371,35042.5465,35043.0473,21  41
5,1,15,2,M,TRUE,7&,0,0.25151,0.50083,1.4794,35011.5133,35016.5371,35044.5331,35045.0339,21  42
6,1,1,0,H,FALSE,7&,1,0.7609,0.50082,1.4682,35046.8475,35051.8785,35051.8785,35052.3793,22  41
6,1,2,0,X,TRUE,6^,1,0.71807,0.50082,1.4816,35046.8475,35051.8785,35053.8651,35054.3659,21  41
6,1,3,0,P,FALSE,7&,1,0.38005,0.50082,1.4783,35046.8475,35051.8785,35055.8683,35056.3692,22  41
6,1,4,0,Z,FALSE,7&,1,0.4339,0.50084,1.475,35046.8475,35051.8785,35057.8716,35058.3725,22  41
6,1,5,0,J,FALSE,6^,0,0.58918,0.50083,1.4717,35046.8475,35051.8785,35059.8749,35060.3757,22  42
6,1,6,0,X,TRUE,6^,1,0.52098,0.50083,1.4684,35046.8475,35051.8785,35061.8782,35062.379,21  41
6,1,7,0,D,FALSE,7&,1,0.50422,0.50081,1.4818,35046.8475,35051.8785,35063.8648,35064.3656,22  41
6,1,8,0,X,TRUE,6^,1,0.57174,0.50081,1.4785,35046.8475,35051.8785,35065.8681,35066.3689,21  41
6,1,9,0,P,FALSE,7&,1,0.3921,0.50082,1.4752,35046.8475,35051.8785,35067.8714,35068.3722,22  41
6,1,10,0,H,FALSE,7&,1,0.47078,0.50083,1.472,35046.8475,35051.8785,35069.8747,35070.3755,22  41
6,1,11,0,D,FALSE,7&,1,0.45751,0.50083,1.4687,35046.8475,35051.8785,35071.878,35072.3788,22  41
6,1,12,0,X,TRUE,6^,1,0.52102,0.51751,1.4654,35046.8475,35051.8785,35073.8646,35074.3821,21  41
6,1,13,0,L,FALSE,7&,1,0.3871,0.50083,1.4788,35046.8475,35051.8785,35075.8679,35076.3687,22  41
6,1,14,0,X,TRUE,6^,1,0.54634,0.50083,1.4755,35046.8475,35051.8785,35077.8711,35078.372,21  41
6,1,15,0,M,FALSE,7&,1,0.36434,0.50083,1.4722,35046.8475,35051.8785,35079.8744,35080.3753,22  41
7,1,1,1,Z,FALSE,7&,1,0.89181,0.50083,1.477,35083.1826,35088.2048,35088.2048,35088.7056,22  41
7,1,2,1,Z,TRUE,6^,1,0.41734,0.50082,1.4737,35083.1826,35088.2048,35090.2081,35090.7089,21  41
7,1,3,1,L,FALSE,7&,1,0.47599,0.50082,1.4705,35083.1826,35088.2048,35092.2114,35092.7122,22  41
7,1,4,1,G,FALSE,7&,1,0.44812,0.50081,1.4672,35083.1826,35088.2048,35094.2147,35094.7155,22  41
7,1,5,1,Q,FALSE,7&,1,0.4695,0.50082,1.4806,35083.1826,35088.2048,35096.2013,35096.7021,22  41
7,1,6,1,Q,TRUE,6^,1,0.4112,0.50081,1.4773,35083.1826,35088.2048,35098.2045,35098.7054,21  41
7,1,7,1,R,FALSE,7&,1,0.30368,0.50082,1.474,35083.1826,35088.2048,35100.2078,35100.7087,22  41
7,1,8,1,D,FALSE,7&,1,0.50143,0.50082,1.4707,35083.1826,35088.2048,35102.2111,35102.7119,22  41
7,1,9,1,V,FALSE,7&,1,0.52131,0.50083,1.4674,35083.1826,35088.2048,35104.2144,35104.7152,22  41
7,1,10,1,V,TRUE,6^,1,0.42282,0.50082,1.4808,35083.1826,35088.2048,35106.201,35106.7018,21  41
7,1,11,1,R,FALSE,7&,1,0.29902,0.50083,1.4775,35083.1826,35088.2048,35108.2043,35108.7051,22  41
7,1,12,1,R,TRUE,6^,1,0.53735,0.50084,1.4742,35083.1826,35088.2048,35110.2076,35110.7084,21  41
7,1,13,1,H,FALSE,7&,1,0.42789,0.50082,1.4709,35083.1826,35088.2048,35112.2109,35112.7117,22  41
7,1,14,1,H,TRUE,7&,0,0.34478,0.50083,1.4677,35083.1826,35088.2048,35114.2142,35114.715,21  42
7,1,15,1,M,FALSE,7&,1,0.53512,0.50082,1.4811,35083.1826,35088.2048,35116.2008,35116.7016,22  41
8,1,1,0,D,FALSE,7&,1,0.63188,0.50083,1.4753,35116.7527,35121.7766,35121.7766,35122.2774,22  41
8,1,2,0,T,FALSE,7&,1,0.54144,0.50082,1.472,35116.7527,35121.7766,35123.7799,35124.2807,22  41
8,1,3,0,X,TRUE,6^,1,0.47267,0.50082,1.4687,35116.7527,35121.7766,35125.7832,35126.284,21  41
8,1,4,0,L,FALSE,7&,1,0.38384,0.50082,1.4821,35116.7527,35121.7766,35127.7698,35128.2706,22  41
8,1,5,0,F,FALSE,7&,1,0.3948,0.50082,1.4788,35116.7527,35121.7766,35129.7731,35130.2739,22  41
8,1,6,0,X,TRUE,7&,0,0.26403,0.50082,1.4756,35116.7527,35121.7766,35131.7763,35132.2772,21  42
8,1,7,0,Z,FALSE,7&,1,0.56574,0.50083,1.4723,35116.7527,35121.7766,35133.7796,35134.2805,22  41
8,1,8,0,D,FALSE,7&,1,0.39974,0.50083,1.469,35116.7527,35121.7766,35135.7829,35136.2837,22  41
8,1,9,0,X,TRUE,6^,1,0.44755,0.50083,1.4824,35116.7527,35121.7766,35137.7695,35138.2703,21  41
8,1,10,0,Z,FALSE,7&,1,0.32371,0.50082,1.4791,35116.7527,35121.7766,35139.7728,35140.2736,22  41
8,1,11,0,X,TRUE,6^,1,0.45569,0.50084,1.4758,35116.7527,35121.7766,35141.7761,35142.2769,21  41
8,1,12,0,W,FALSE,7&,1,0.34854,0.50081,1.4725,35116.7527,35121.7766,35143.7794,35144.2802,22  41
8,1,13,0,X,TRUE,6^,1,0.43271,0.50083,1.4692,35116.7527,35121.7766,35145.7827,35146.2835,21  41
8,1,14,0,H,FALSE,7&,1,0.36769,0.50081,1.4826,35116.7527,35121.7766,35147.7693,35148.2701,22  41
8,1,15,0,J,FALSE,7&,1,0.43693,0.50083,1.4793,35116.7527,35121.7766,35149.7726,35150.2734,22  41
9,1,1,2,T,FALSE,7&,1,0.60362,0.50082,1.4754,35150.2912,35155.315,35155.315,35155.8158,22  41
9,1,2,2,K,FALSE,7&,1,0.66566,0.50082,1.4721,35150.2912,35155.315,35157.3183,35157.8191,22  41
9,1,3,2,T,TRUE,6^,1,0.44679,0.50083,1.4688,35150.2912,35155.315,35159.3216,35159.8224,21  41
9,1,4,2,K,TRUE,7&,0,0.30692,0.50082,1.4822,35150.2912,35155.315,35161.3082,35161.809,21  42
9,1,5,2,D,FALSE,7&,1,0.36177,0.50082,1.4789,35150.2912,35155.315,35163.3115,35163.8123,22  41
9,1,6,2,J,FALSE,7&,1,0.44555,0.50083,1.4756,35150.2912,35155.315,35165.3148,35165.8156,22  41
9,1,7,2,D,TRUE,7&,0,0.62753,0.50081,1.4724,35150.2912,35155.315,35167.3181,35167.8189,21  42
9,1,8,2,H,FALSE,7&,1,0.59011,0.50081,1.4691,35150.2912,35155.315,35169.3213,35169.8222,22  41
9,1,9,2,K,FALSE,7&,1,0.44473,0.50084,1.4825,35150.2912,35155.315,35171.3079,35171.8088,22  41
9,1,10,2,Z,FALSE,7&,1,0.37575,0.50082,1.4792,35150.2912,35155.315,35173.3112,35173.812,22  41
9,1,11,2,N,FALSE,7&,1,0.46036,0.50083,1.4759,35150.2912,35155.315,35175.3145,35175.8153,22  41
9,1,12,2,Z,TRUE,7&,0,0.53855,0.50081,1.4726,35150.2912,35155.315,35177.3178,35177.8186,21  42
9,1,13,2,N,TRUE,7&,0,0.30152,0.50082,1.4693,35150.2912,35155.315,35179.3211,35179.8219,21  42
9,1,14,2,K,FALSE,6^,0,0.30192,0.50082,1.4827,35150.2912,35155.315,35181.3077,35181.8085,22  42
9,1,15,2,P,FALSE,7&,1,0.22551,0.50083,1.4794,35150.2912,35155.315,35183.311,35183.8118,22  41
