Date,2014/5/27 13:9
Script,FracBack_OSX
Version,EDC042514
RealTime,Block,Miniblock,Trial,TrialType,Cue,IsMatch,KeyPressed,ACC,RT,CueDuration,ITIDuration,AbsOnset,MiniBlockOnset,CueOnset,ITIOnset
27-May-2014 13:09:17,7,1,1,0,K,FALSE,,-1,0,0.48414,1.4929,74172.4421,74174.4601,74177.4651,74177.9492
27-May-2014 13:09:18,7,1,2,0,J,FALSE,6^,0,0.71583,0.46743,1.5063,74172.4421,74174.4601,74179.4684,74179.9358
27-May-2014 13:09:19,7,1,3,0,X,TRUE,7&,0,0.47255,0.46743,1.503,74172.4421,74174.4601,74181.4716,74181.9391
27-May-2014 13:09:21,7,1,4,0,G,FALSE,7&,1,0.46986,0.48411,1.4997,74172.4421,74174.4601,74183.4582,74183.9424
27-May-2014 13:09:23,7,1,5,0,X,TRUE,6^,1,0.32257,0.48413,1.4964,74172.4421,74174.4601,74185.4615,74185.9457
27-May-2014 13:09:25,7,1,6,0,R,FALSE,7&,1,0.19938,0.48414,1.4931,74172.4421,74174.4601,74187.4648,74187.949
27-May-2014 13:09:27,7,1,7,0,S,FALSE,7&,1,0.47607,0.46743,1.5066,74172.4421,74174.4601,74189.4681,74189.9355
27-May-2014 13:09:29,7,1,8,0,X,TRUE,6^,1,0.45685,0.46743,1.5033,74172.4421,74174.4601,74191.4714,74191.9388
27-May-2014 13:09:31,7,1,9,0,M,FALSE,7&,1,0.44608,0.48413,1.5,74172.4421,74174.4601,74193.458,74193.9421
27-May-2014 13:09:33,7,1,10,0,N,FALSE,7&,1,0.3308,0.48412,1.4967,74172.4421,74174.4601,74195.4613,74195.9454
27-May-2014 13:09:35,7,1,11,0,L,FALSE,7&,1,0.38352,0.48414,1.4934,74172.4421,74174.4601,74197.4646,74197.9487
27-May-2014 13:09:37,7,1,12,0,X,TRUE,6^,1,0.41232,0.46742,1.5068,74172.4421,74174.4601,74199.4679,74199.9353
27-May-2014 13:09:39,7,1,13,0,P,FALSE,7&,1,0.33697,0.46743,1.5035,74172.4421,74174.4601,74201.4712,74201.9386
27-May-2014 13:09:41,7,1,14,0,X,TRUE,6^,1,0.54233,0.48413,1.5002,74172.4421,74174.4601,74203.4578,74203.9419
27-May-2014 13:09:43,7,1,15,0,Q,FALSE,7&,1,0.4351,0.48413,1.4969,74172.4421,74174.4601,74205.461,74205.9452
