Date,2014/6/3 14:44
Script,FracBack_OSX
Version,EDC052714
RealTime,Block,Miniblock,Trial,TrialType,Cue,IsMatch,KeyPressed,ACC,RT,CueDuration,ITIDuration,AbsOnset,MiniBlockOnset,CueOnset,ITIOnset
03-Jun-2014 14:44:25,6,1,1,2,L,FALSE,2@,1,1.5852,1.6026,1.4825,107065.7467,107067.7768,107070.765,107072.3676
03-Jun-2014 14:44:27,6,1,2,2,P,FALSE,2@,1,0.24571,0.25042,1.4953,107065.7467,107067.7768,107073.8701,107074.1205
03-Jun-2014 14:44:29,6,1,3,2,L,TRUE,1!,1,0.59022,0.601,1.4892,107065.7467,107067.7768,107075.6397,107076.2407
03-Jun-2014 14:44:31,6,1,4,2,H,FALSE,2@,1,0.61009,0.61768,1.4924,107065.7467,107067.7768,107077.7598,107078.3775
03-Jun-2014 14:44:33,6,1,5,2,G,FALSE,2@,1,0.26965,0.28382,1.4858,107065.7467,107067.7768,107079.8967,107080.1805
03-Jun-2014 14:44:35,6,1,6,2,H,TRUE,1!,1,0.38429,0.40065,1.4836,107065.7467,107067.7768,107081.6829,107082.0836
03-Jun-2014 14:44:37,6,1,7,2,N,FALSE,2@,1,0.59512,0.60098,1.4941,107065.7467,107067.7768,107083.5861,107084.187
03-Jun-2014 14:44:39,6,1,8,2,W,FALSE,2@,1,0.51589,0.53421,1.4817,107065.7467,107067.7768,107085.7062,107086.2404
03-Jun-2014 14:44:41,6,1,9,2,N,TRUE,1!,1,0.53605,0.5509,1.4851,107065.7467,107067.7768,107087.7429,107088.2938
03-Jun-2014 14:44:43,6,1,10,2,T,FALSE,2@,1,0.58356,0.60098,1.4826,107065.7467,107067.7768,107089.7963,107090.3972
03-Jun-2014 14:44:45,6,1,11,2,N,TRUE,2@,0,0.35779,0.36725,1.4905,107065.7467,107067.7768,107091.8997,107092.267
03-Jun-2014 14:44:47,6,1,12,2,T,TRUE,1!,1,0.58817,0.60099,1.4872,107065.7467,107067.7768,107093.7861,107094.3871
03-Jun-2014 14:44:49,6,1,13,2,K,FALSE,2@,1,0.53589,0.5509,1.485,107065.7467,107067.7768,107095.9063,107096.4572
03-Jun-2014 14:44:51,6,1,14,2,V,FALSE,2@,1,0.40883,0.41735,1.4915,107065.7467,107067.7768,107097.9597,107098.377
03-Jun-2014 14:44:54,6,1,15,2,Q,FALSE,2@,1,0.72831,0.73454,1.4938,107065.7467,107067.7768,107099.8962,107100.6307
03-Jun-2014 14:45:00,6,2,1,2,R,FALSE,2@,1,1.4773,1.4858,1.4915,107065.7467,107102.1499,107105.1548,107106.6406
03-Jun-2014 14:45:02,6,2,2,2,N,FALSE,2@,1,0.5982,0.61768,1.4805,107065.7467,107102.1499,107108.1598,107108.7774
03-Jun-2014 14:45:04,6,2,3,2,K,FALSE,2@,1,0.5452,0.5509,1.4943,107065.7467,107102.1499,107110.2799,107110.8308
03-Jun-2014 14:45:06,6,2,4,2,V,FALSE,1!,0,0.63982,0.65108,1.4887,107065.7467,107102.1499,107112.35,107113.001
03-Jun-2014 14:45:08,6,2,5,2,W,FALSE,2@,1,0.41475,0.43405,1.4807,107065.7467,107102.1499,107114.5202,107114.9542
03-Jun-2014 14:45:11,6,2,6,2,V,TRUE,2@,0,1.0625,1.0684,1.4941,107065.7467,107102.1499,107116.4567,107117.5251
03-Jun-2014 14:45:13,6,2,7,2,P,FALSE,2@,1,1.1681,1.1853,1.4828,107065.7467,107102.1499,107119.0443,107120.2296
03-Jun-2014 14:45:16,6,2,8,2,G,FALSE,2@,1,0.73505,0.75124,1.4838,107065.7467,107102.1499,107121.732,107122.4833
03-Jun-2014 14:45:18,6,2,9,2,P,TRUE,2@,0,0.80304,0.81801,1.485,107065.7467,107102.1499,107123.9858,107124.8038
03-Jun-2014 14:45:21,6,2,10,2,J,FALSE,2@,1,1.3542,1.3689,1.4853,107065.7467,107102.1499,107126.3062,107127.6751
03-Jun-2014 14:45:24,6,2,11,2,T,FALSE,1!,0,1.3681,1.3856,1.4824,107065.7467,107102.1499,107129.1776,107130.5632
03-Jun-2014 14:45:26,6,2,12,2,J,TRUE,1!,1,1.1879,1.202,1.4859,107065.7467,107102.1499,107132.0657,107133.2677
03-Jun-2014 14:45:28,6,2,13,2,M,FALSE,2@,1,0.52772,0.53422,1.4935,107065.7467,107102.1499,107134.7701,107135.3043
03-Jun-2014 14:45:31,6,2,14,2,J,TRUE,1!,1,0.71325,0.71784,1.4954,107065.7467,107102.1499,107136.8235,107137.5413
