0	1.5	0	0	0
2	1.125	1.5	2	0
0	1.5	2.625	0	0
2	0.625	4.125	2	0
0	1.5	4.75	1	0
2	0.5	6.25	2	0
0	1.5	6.75	1	0
2	0.875	8.25	2	0
0	1.5	9.125	0	0
2	0.75	10.625	2	0
0	1.5	11.375	1	0
2	0.875	12.875	2	0
0	1.5	13.75	0	2
2	1.125	15.25	2	0
0	1.5	16.375	1	1
2	1.625	17.875	2	0
2	1.5	19.5	2	0
2	2.375	21	2	0
2	1.5	23.375	2	0
2	1.375	24.875	2	0
2	1.5	26.25	2	0
2	3.5	27.75	2	0
2	1.5	31.25	2	0
2	0.75	32.75	2	0
2	1.5	33.5	2	0
2	2.375	35	2	0
0	1.5	37.375	0	0
2	1.25	38.875	2	0
0	1.5	40.125	1	0
2	1.25	41.625	2	0
0	1.5	42.875	0	0
2	1	44.375	2	0
0	1.5	45.375	0	0
2	2.875	46.875	2	0
0	1.5	49.75	0	2
2	1.125	51.25	2	0
0	1.5	52.375	1	0
2	0.625	53.875	2	0
2	1.5	54.5	2	0
2	0.625	56	2	0
2	1.5	56.625	2	0
2	1.25	58.125	2	0
2	1.5	59.375	2	0
2	1.625	60.875	2	0
2	1.5	62.5	2	0
2	3.125	64	2	0
2	1.5	67.125	2	0
2	1	68.625	2	0
2	1.5	69.625	2	0
2	1.75	71.125	2	0
0	1.5	72.875	0	1
2	0.5	74.375	2	0
0	1.5	74.875	0	0
2	1.25	76.375	2	0
0	1.5	77.625	1	0
2	0.625	79.125	2	0
0	1.5	79.75	0	0
2	1.375	81.25	2	0
0	1.5	82.625	1	0
2	3.375	84.125	2	0
0	1.5	87.5	1	2
2	0.5	89	2	0
2	1.5	89.5	2	0
2	0.875	91	2	0
2	1.5	91.875	2	0
2	1.125	93.375	2	0
2	1.5	94.5	2	0
2	2.5	96	2	0
2	1.5	98.5	2	0
2	2.875	100	2	0
2	1.5	102.88	2	0
2	0.75	104.38	2	0
2	1.5	105.12	2	0
2	4	106.62	2	0
0	1.5	110.62	0	0
2	1.875	112.12	2	0
0	1.5	114	0	0
2	1.375	115.5	2	0
0	1.5	116.88	0	0
2	0.625	118.38	2	0
0	1.5	119	1	0
2	0.75	120.5	2	0
0	1.5	121.25	0	1
2	1.25	122.75	2	0
0	1.5	124	1	0
2	0.875	125.5	2	0
0	1.5	126.38	0	0
2	0.625	127.88	2	0
2	1.5	128.5	2	0
2	2.625	130	2	0
2	1.5	132.62	2	0
2	1.625	134.12	2	0
2	1.5	135.75	2	0
2	1.375	137.25	2	0
2	1.5	138.62	2	0
2	1.75	140.12	2	0
2	1.5	141.88	2	0
2	0.75	143.38	2	0
2	1.5	144.12	2	0
2	1.125	145.62	2	0
0	1.5	146.75	1	0
2	2.25	148.25	2	0
0	1.5	150.5	0	0
2	0.625	152	2	0
0	1.5	152.62	1	0
2	0.625	154.12	2	0
0	1.5	154.75	1	0
2	0.5	156.25	2	0
0	1.5	156.75	0	0
2	1.25	158.25	2	0
0	1.5	159.5	1	1
2	1.875	161	2	0
0	1.5	162.88	0	0
2	0.5	164.38	2	0
2	1.5	164.88	2	0
2	0.625	166.38	2	0
2	1.5	167	2	0
2	2	168.5	2	0
2	1.5	170.5	2	0
2	1.625	172	2	0
2	1.5	173.62	2	0
2	2	175.12	2	0
2	1.5	177.12	2	0
2	1.375	178.62	2	0
2	1.5	180	2	0
2	1.125	181.5	2	0
0	1.5	182.62	1	0
2	0.75	184.12	2	0
0	1.5	184.88	1	0
2	0.875	186.38	2	0
0	1.5	187.25	0	0
2	1	188.75	2	0
0	1.5	189.75	1	1
2	1.125	191.25	2	0
0	1.5	192.38	0	0
2	1.625	193.88	2	0
0	1.5	195.5	1	0
2	2	197	2	0
0	1.5	199	1	0
2	2	200.5	2	0
2	1.5	202.5	2	0
2	0.875	204	2	0
2	1.5	204.88	2	0
2	0.5	206.38	2	0
2	1.5	206.88	2	0
2	0.5	208.38	2	0
2	1.5	208.88	2	0
2	1.25	210.38	2	0
2	1.5	211.62	2	0
2	0.75	213.12	2	0
2	1.5	213.88	2	0
2	2	215.38	2	0
2	1.5	217.38	2	0
2	0.5	218.88	2	0
0	1.5	219.38	0	0
2	0.625	220.88	2	0
0	1.5	221.5	1	0
2	0.625	223	2	0
0	1.5	223.62	1	0
2	0.625	225.12	2	0
0	1.5	225.75	1	0
2	1.125	227.25	2	0
0	1.5	228.38	1	0
2	0.5	229.88	2	0
0	1.5	230.38	0	0
2	0.875	231.88	2	0
0	1.5	232.75	1	0
2	1.5	234.25	2	0
2	1.5	235.75	2	0
2	1.25	237.25	2	0
2	1.5	238.5	2	0
2	1.5	240	2	0
2	1.5	241.5	2	0
2	3.625	243	2	0
2	1.5	246.62	2	0
2	1.125	248.12	2	0
2	1.5	249.25	2	0
2	2.5	250.75	2	0
0	1.5	253.25	0	1
2	0.5	254.75	2	0
0	1.5	255.25	0	0
2	0.75	256.75	2	0
0	1.5	257.5	0	0
2	0.75	259	2	0
0	1.5	259.75	1	0
2	0.75	261.25	2	0
0	1.5	262	1	0
2	1.25	263.5	2	0
0	1.5	264.75	0	0
2	0.875	266.25	2	0
0	1.5	267.12	1	0
2	1.5	268.62	2	0
2	1.5	270.12	2	0
2	1.125	271.62	2	0
2	1.5	272.75	2	0
2	2.375	274.25	2	0
2	1.5	276.62	2	0
2	2.375	278.12	2	0
2	1.5	280.5	2	0
2	1.625	282	2	0
2	1.5	283.62	2	0
2	2.125	285.12	2	0
0	1.5	287.25	0	0
2	0.5	288.75	2	0
0	1.5	289.25	1	0
2	0.625	290.75	2	0
0	1.5	291.38	1	2
2	0.5	292.88	2	0
0	1.5	293.38	0	0
2	1	294.88	2	0
0	1.5	295.88	0	0
2	1.125	297.38	2	0
0	1.5	298.5	1	0
2	0.625	300	2	0
0	1.5	300.62	0	0
2	0.875	302.12	2	0
2	1.5	303	2	0
2	0.5	304.5	2	0
2	1.5	305	2	0
2	1	306.5	2	0
2	1.5	307.5	2	0
2	1	309	2	0
2	1.5	310	2	0
2	0.875	311.5	2	0
2	1.5	312.38	2	0
2	0.625	313.88	2	0
2	1.5	314.5	2	0
2	1	316	2	0
2	1.5	317	2	0
2	1.625	318.5	2	0
0	1.5	320.12	1	0
2	1.125	321.62	2	0
0	1.5	322.75	0	0
2	0.75	324.25	2	0
0	1.5	325	1	0
2	0.75	326.5	2	0
0	1.5	327.25	0	0
2	2.375	328.75	2	0
0	1.5	331.12	0	2
2	0.5	332.62	2	0
0	1.5	333.12	1	0
2	1.25	334.62	2	0
2	1.5	335.88	2	0
2	2	337.38	2	0
2	1.5	339.38	2	0
2	1.125	340.88	2	0
2	1.5	342	2	0
2	1.375	343.5	2	0
2	1.5	344.88	2	0
2	1.375	346.38	2	0
2	1.5	347.75	2	0
2	0.875	349.25	2	0
2	1.5	350.12	2	0
2	0.875	351.62	2	0
2	1.5	352.5	2	0
2	1.25	354	2	0
