2	0.875	119.75	2	0
0	1.5	120.62	0	0
2	0.625	122.12	2	0
0	1.5	122.75	0	0
2	0.5	124.25	2	0
0	1.5	124.75	1	0
2	1.875	126.25	2	0
1	1.5	128.12	0	1
2	2	129.62	2	0
1	1.5	131.62	1	2
2	2.625	133.12	2	0
0	1.5	135.75	0	0
2	3.25	137.25	2	0
0	1.5	140.5	1	0
2	0.5	142	2	0
0	1.5	142.5	0	0
2	0.5	144	2	0
0	1.5	144.5	1	0
2	1.875	146	2	0
0	1.5	147.88	1	0
2	0.625	149.38	2	0
0	1.5	150	0	0
2	2.5	151.5	2	0
0	1.5	154	1	0
2	1.5	155.5	2	0
1	1.5	157	0	1
2	2	158.5	2	0
0	1.5	160.5	0	0
2	1.25	162	2	0
0	1.5	163.25	0	0
2	0.5	164.75	2	0
0	1.5	165.25	1	0
2	3.875	166.75	2	0
0	1.5	170.62	1	0
2	1.75	172.12	2	0
0	1.5	173.88	0	0
2	0.75	175.38	2	0
1	1.5	176.12	1	2
2	0.625	177.62	2	0
0	1.5	178.25	0	0
2	3.5	179.75	2	0
0	1.5	183.25	1	0
2	1.25	184.75	2	0
1	1.5	186	0	1
2	1.125	187.5	2	0
1	1.5	188.62	1	2
2	1.375	190.12	2	0
0	1.5	191.5	1	0
2	0.5	193	2	0
0	1.5	193.5	0	0
2	0.625	195	2	0
0	1.5	195.62	0	0
2	1.125	197.12	2	0
0	1.5	198.25	1	0
2	0.625	199.75	2	0
1	1.5	200.38	0	2
2	1.625	201.88	2	0
0	1.5	203.5	0	0
2	1.125	205	2	0
0	1.5	206.12	0	0
2	2.5	207.62	2	0
1	1.5	210.12	1	1
2	1.75	211.62	2	0
0	1.5	213.38	1	0
2	0.625	214.88	2	0
0	1.5	215.5	1	0
2	0.5	217	2	0
0	1.5	217.5	1	0
2	1.125	219	2	0
0	1.5	220.12	0	0
2	1	221.62	2	0
0	1.5	222.62	1	0
2	2.375	224.12	2	0
1	1.5	226.5	0	2
2	1.25	228	2	0
1	1.5	229.25	1	1
2	0.75	230.75	2	0
0	1.5	231.5	1	0
2	2.25	233	2	0
0	1.5	235.25	0	0
2	1	236.75	2	0
0	1.5	237.75	0	0
2	0.875	239.25	2	0
0	1.5	240.12	1	0
2	0.5	241.62	2	0
0	1.5	242.12	0	0
2	0.625	243.62	2	0
0	1.5	244.25	0	0
2	1.125	245.75	2	0
0	1.5	246.88	1	0
2	1.5	248.38	2	0
0	1.5	249.88	1	0
2	0.625	251.38	2	0
1	1.5	252	0	2
2	1.375	253.5	2	0
0	1.5	254.88	1	0
2	1.375	256.38	2	0
0	1.5	257.75	0	0
2	1	259.25	2	0
0	1.5	260.25	0	0
2	1.375	261.75	2	0
1	1.5	263.12	1	1
2	1	264.62	2	0
0	1.5	265.62	0	0
2	0.75	267.12	2	0
1	1.5	267.88	0	1
2	2.75	269.38	2	0
0	1.5	272.12	1	0
2	1.25	273.62	2	0
0	1.5	274.88	0	0
2	2.625	276.38	2	0
0	1.5	279	0	0
2	0.75	280.5	2	0
0	1.5	281.25	1	0
2	1	282.75	2	0
0	1.5	283.75	1	0
2	1.25	285.25	2	0
1	1.5	286.5	1	2
2	2.25	288	2	0
1	1.5	290.25	0	2
2	2.25	291.75	2	0
1	1.5	294	1	1
2	0.5	295.5	2	0
0	1.5	296	0	0
2	0.75	297.5	2	0
0	1.5	298.25	1	0
2	1.25	299.75	2	0
0	1.5	301	0	0
2	1.75	302.5	2	0
0	1.5	304.25	1	0
2	0.5	305.75	2	0
0	1.5	306.25	0	0
2	1	307.75	2	0
0	1.5	308.75	1	0
2	1.5	310.25	2	0
0	1.5	311.75	1	0
2	2.25	313.25	2	0
0	1.5	315.5	0	0
2	1	317	2	0
1	1.5	318	1	2
2	1.375	319.5	2	0
1	1.5	320.88	0	1
2	0.625	322.38	2	0
0	1.5	323	0	0
2	0.625	324.5	2	0
0	1.5	325.12	1	0
2	3	326.62	2	0
0	1.5	329.62	1	0
2	1.875	331.12	2	0
0	1.5	333	0	0
2	0.625	334.5	2	0
0	1.5	335.12	0	0
2	1	336.62	2	0
0	1.5	337.62	1	0
2	0.625	339.12	2	0
1	1.5	339.75	0	2
2	0.5	341.25	2	0
0	1.5	341.75	1	0
2	1.375	343.25	2	0
0	1.5	344.62	1	0
2	1.5	346.12	2	0
0	1.5	347.62	0	0
2	1.75	349.12	2	0
0	1.5	350.88	0	0
2	0.75	352.38	2	0
1	1.5	353.12	1	1
2	1.25	354.62	2	0
