Subject,RunTime,Trial,TR,TrialType,CueValue,TrialOnset,CueOnset,DelayOnset,TargetOnset,FeedBackOnset,CueDuration,TargetDuration,CurrentTargetDuration,ITI,RT,ACC,KeyPressed,TrialGain,Total,TotalWinPercent,Timing
127_practice,05-May-2014 15:36:08,1,7,3,-$5,0.10114,2.0301,4.0167,6.8881,8.0233,1.9866,0.38395,0.400,6,0.35968,1,space,$0,$0.00,0.02381,hit
127_practice,05-May-2014 15:36:08,2,5,6,+$5,10.3964,16.0197,18.023,20.9612,22.0296,2.0033,0.25041,0.400,2,0.24657,1,space,+$5,$5.00,0.047619,hit
127_practice,05-May-2014 15:36:08,3,5,5,+$1,24.0261,26.0195,28.0228,30.3767,32.0294,2.0033,0.36726,0.400,2,0.5831,0,space,$0,$5.00,0.047619,late
127_practice,05-May-2014 15:36:08,4,5,1,-$0,34.0409,36.0193,38.0225,40.9607,42.0291,2.0033,0.26711,0.400,2,0.25506,1,space,$0,$5.00,0.071429,hit
127_practice,05-May-2014 15:36:08,5,6,2,-$1,44.0399,46.019,48.0223,50.7434,52.0289,2.0033,0.2838,0.400,4,0.28033,1,space,$0,$5.00,0.095238,hit
127_practice,05-May-2014 15:36:08,6,6,4,+$0,54.0393,58.0221,60.0253,62.3458,64.0319,2.0033,0.2838,0.400,4,0.26994,1,space,+$0,$5.00,0.11905,hit
127_practice,05-May-2014 15:36:08,7,7,6,+$5,66.0268,70.0251,72.0284,74.4824,76.0183,2.0033,0.33388,0.400,6,0.32534,1,space,+$5,$10.00,0.14286,hit
127_practice,05-May-2014 15:36:08,8,5,1,-$0,78.0288,84.0314,86.018,88.6891,90.0246,1.9866,0.36728,0.400,2,0.35071,1,space,$0,$10.00,0.16667,hit
127_practice,05-May-2014 15:36:08,9,6,3,-$5,92.0352,94.0312,96.0178,98.9893,100.0244,1.9866,0.38397,0.400,4,0.37041,1,space,$0,$10.00,0.19048,hit
127_practice,05-May-2014 15:36:08,10,5,4,+$0,102.035,106.0176,108.0208,110.9924,112.0274,2.0033,0.25042,0.400,2,0.24739,1,space,+$0,$10.00,0.21429,hit
127_practice,05-May-2014 15:36:08,11,7,5,+$1,114.0382,116.0173,118.0206,120.3912,122.0272,2.0033,0.26711,0.400,6,0.24861,1,space,+$1,$11.00,0.2381,hit
127_practice,05-May-2014 15:36:08,12,6,1,-$0,124.0377,130.0236,132.0269,134.9985,136.0168,2.0033,0.26711,0.400,4,0.2573,1,space,$0,$11.00,0.2619,hit
127_practice,05-May-2014 15:36:08,13,5,1,-$0,138.0272,142.0267,144.03,146.9848,148.0199,2.0033,0.36725,0.380,2,NaN,0,NaN,-$0,$11.00,0.2619,noResponse
127_practice,05-May-2014 15:36:08,14,5,4,+$0,150.0307,152.0264,154.0297,156.634,158.0196,2.0033,0.38395,0.400,2,0.36574,1,space,+$0,$11.00,0.28571,hit
127_practice,05-May-2014 15:36:08,15,6,6,+$5,160.0306,162.0262,164.0295,166.8675,168.0194,2.0033,0.2838,0.400,4,0.27628,0,space,$0,$11.00,0.28571,early
127_practice,05-May-2014 15:36:08,16,6,1,-$0,170.0302,174.0293,176.0325,178.3864,180.0224,2.0033,0.3339,0.360,4,NaN,0,NaN,-$0,$11.00,0.28571,noResponse
127_practice,05-May-2014 15:36:08,17,6,1,-$0,182.0328,186.0323,188.0189,190.5898,192.0255,1.9866,0.31719,0.380,4,0.31397,1,space,$0,$11.00,0.30952,hit
127_practice,05-May-2014 15:36:08,18,7,2,-$1,194.038,198.0187,200.0219,202.9601,204.0285,2.0033,0.38396,0.400,6,0.40766,0,space,-$1,$10.00,0.30952,late
