Subject,RunTime,Trial,TR,TrialType,CueValue,TrialOnset,CueOnset,DelayOnset,TargetOnset,FeedBackOnset,CueDuration,TargetDuration,CurrentTargetDuration,ITI,RT,ACC,KeyPressed,TrialGain,Total,TotalWinPercent,Timing
39_b2,27-May-2014 17:53:07,43,7,4,+$0,0.16819,12.0171,14.0171,16.8505,18.0171,2,0.24999,0.275,6,0.23433,1,1!,+$0,$0.00,0.020833,hit
39_b2,27-May-2014 17:53:07,44,6,2,-$1,20.0278,26.0171,28.0171,30.8671,32.0171,2,0.21668,0.275,4,0.20367,1,1!,$0,$0.00,0.041667,hit
39_b2,27-May-2014 17:53:07,45,5,5,+$1,34.0258,38.0171,40.0171,42.4171,44.0171,2,0.23332,0.275,2,0.21567,1,1!,+$1,$1.00,0.0625,hit
39_b2,27-May-2014 17:53:07,46,5,1,-$0,46.0257,48.0171,50.0171,52.6338,54.0171,2,0.26666,0.275,2,0.287,0,1!,-$0,$1.00,0.0625,late
39_b2,27-May-2014 17:53:07,47,6,6,+$5,56.0257,58.0171,60.0171,62.6005,64.0171,2,0.25001,0.275,4,0.23334,1,1!,+$5,$6.00,0.083333,hit
39_b2,27-May-2014 17:53:07,48,6,2,-$1,66.0263,70.0171,72.0171,74.7505,76.0171,2,0.23333,0.275,4,0.22234,1,1!,$0,$6.00,0.10417,hit
39_b2,27-May-2014 17:53:07,49,7,4,+$0,78.0256,82.0171,84.0171,86.8005,88.0171,2,0.23334,0.275,6,0.22634,1,1!,+$0,$6.00,0.125,hit
39_b2,27-May-2014 17:53:07,50,5,1,-$0,90.0255,96.0171,98.0171,100.8338,102.0171,2,0.25,0.275,2,0.233,1,1!,$0,$6.00,0.14583,hit
39_b2,27-May-2014 17:53:07,51,5,4,+$0,104.0257,106.0171,108.0171,110.4838,112.0171,2,0.25,0.275,2,0.23201,1,1!,+$0,$6.00,0.16667,hit
39_b2,27-May-2014 17:53:07,52,7,3,-$5,114.0256,116.0171,118.0171,120.7838,122.0171,2,0.21667,0.275,6,0.211,1,1!,$0,$6.00,0.1875,hit
39_b2,27-May-2014 17:53:07,53,7,2,-$1,124.0263,130.0171,132.0171,134.7671,136.0171,2,0.23334,0.275,6,0.22767,1,1!,$0,$6.00,0.20833,hit
