Subject,RunTime,Trial,TR,TrialType,CueValue,TrialOnset,CueOnset,DelayOnset,TargetOnset,FeedBackOnset,CueDuration,TargetDuration,CurrentTargetDuration,ITI,RT,ACC,KeyPressed,TrialGain,Total,TotalWinPercent,Timing
21_b2,13-Jan-2014 17:33:48,1,7,4,+$0,0.054011,12.0202,14.0202,16.3235,18.0263,2,0.33388,0.400,6,0.30872,1,1!,+$0,$0.00,0.020833,hit
21_b2,13-Jan-2014 17:33:48,2,6,2,-$1,20.0608,26.0227,28.0261,30.3132,32.0327,2.0033,0.40059,0.400,4,0.19598,0,1!,-$1,$-1.00,0.020833,late
21_b2,13-Jan-2014 17:33:48,3,5,5,+$1,34.0275,38.0258,40.0291,42.6668,44.019,2.0033,0.33384,0.400,2,0.31064,1,1!,+$1,$0.00,0.041667,hit
21_b2,13-Jan-2014 17:33:48,4,5,1,-$0,46.0295,48.0255,50.0288,52.8669,54.0202,2.0033,0.40334,0.400,2,NaN,0,NaN,-$0,$0.00,0.041667,noResponse
21_b2,13-Jan-2014 17:33:48,5,6,6,+$5,56.0292,58.0254,60.0286,62.9835,64.0202,2.0032,0.40335,0.400,4,0.077684,0,1!,$0,$0.00,0.041667,late
21_b2,13-Jan-2014 17:33:48,6,6,2,-$1,66.0291,70.0284,72.0317,74.3689,76.0215,2.0033,0.25131,0.400,4,0.23501,1,1!,$0,$0.00,0.0625,hit
21_b2,13-Jan-2014 17:33:48,7,7,4,+$0,78.0326,82.0314,84.018,86.7058,88.0246,1.9866,0.21697,0.400,6,0.19781,1,1!,+$0,$0.00,0.083333,hit
21_b2,13-Jan-2014 17:33:48,8,5,1,-$0,90.0351,96.0211,98.0244,100.6286,102.0202,2.0033,0.29165,0.400,2,0.26882,1,1!,$0,$0.00,0.10417,hit
21_b2,13-Jan-2014 17:33:48,9,5,4,+$0,104.0276,106.0208,108.0241,110.2778,112.0307,2.0033,0.40071,0.400,2,NaN,0,NaN,$0,$0.00,0.10417,noResponse
21_b2,13-Jan-2014 17:33:48,10,7,3,-$5,114.0243,116.0206,118.0239,120.528,122.0305,2.0033,0.21705,0.400,6,0.2006,1,1!,$0,$0.00,0.125,hit
21_b2,13-Jan-2014 17:33:48,11,7,2,-$1,124.0243,130.0269,132.0302,134.4007,136.0203,2.0033,0.40286,0.400,6,NaN,0,NaN,-$1,$-1.00,0.125,noResponse
21_b2,13-Jan-2014 17:33:48,12,6,6,+$5,138.0307,144.0333,146.0202,148.8745,150.0264,1.9869,0.23369,0.400,4,0.21998,1,1!,+$5,$4.00,0.14583,hit
