Subject,RunTime,Trial,TR,TrialType,CueValue,TrialOnset,CueOnset,DelayOnset,TargetOnset,FeedBackOnset,CueDuration,TargetDuration,CurrentTargetDuration,ITI,RT,ACC,KeyPressed,TrialGain,Total,TotalWinPercent,Timing
39_b2,10-Jun-2014 17:33:26,43,7,4,+$0,0.18235,12.0319,14.0319,16.8652,18.0319,2,0.26666,0.275,6,0.28859,0,1!,$0,$0.00,0,late
39_b2,10-Jun-2014 17:33:26,44,6,2,-$1,20.0646,26.0319,28.0319,30.4152,32.0319,2,0.2,0.275,4,0.19258,1,1!,$0,$0.00,0.020833,hit
39_b2,10-Jun-2014 17:33:26,45,5,5,+$1,34.0395,38.0319,40.0319,42.6486,44.0152,2,0.21666,0.275,2,0.20325,1,1!,+$1,$1.00,0.041667,hit
39_b2,10-Jun-2014 17:33:26,46,5,1,-$0,46.0402,48.0319,50.0319,52.6152,54.0319,2,0.25,0.275,2,NaN,0,NaN,-$0,$1.00,0.041667,noResponse
39_b2,10-Jun-2014 17:33:26,47,6,6,+$5,56.0396,58.0319,60.0319,62.7652,64.0319,2,0.2,0.275,4,0.18258,1,1!,+$5,$6.00,0.0625,hit
39_b2,10-Jun-2014 17:33:26,48,6,2,-$1,66.0395,70.0319,72.0319,74.7985,76.0319,2,0.21668,0.275,4,0.21126,1,1!,$0,$6.00,0.083333,hit
39_b2,10-Jun-2014 17:33:26,49,7,4,+$0,78.0404,82.0319,84.0319,86.8485,88.0319,2,0.2,0.275,6,0.18827,1,1!,+$0,$6.00,0.10417,hit
39_b2,10-Jun-2014 17:33:26,50,5,1,-$0,90.0397,96.0319,98.0319,100.4819,102.0319,2,0.25,0.275,2,0.27192,0,1!,-$0,$6.00,0.10417,late
39_b2,10-Jun-2014 17:33:26,51,5,4,+$0,104.0396,106.0319,108.0319,110.7819,112.0152,2,0.2,0.275,2,0.18493,1,1!,+$0,$6.00,0.125,hit
39_b2,10-Jun-2014 17:33:26,52,7,3,-$5,114.0395,116.0319,118.0319,120.7652,122.0319,2,0.21666,0.275,6,0.19658,1,1!,$0,$6.00,0.14583,hit
39_b2,10-Jun-2014 17:33:26,53,7,2,-$1,124.0395,130.0319,132.0319,134.3985,136.0319,2,0.25,0.275,6,0.25526,0,1!,-$1,$5.00,0.14583,late
