Subject,RunTime,Trial,TR,TrialType,CueValue,TrialOnset,CueOnset,DelayOnset,TargetOnset,FeedBackOnset,CueDuration,TargetDuration,CurrentTargetDuration,ITI,RT,ACC,KeyPressed,TrialGain,Total,TotalWinPercent,Timing
129_demo,08-Jun-2014 13:21:02,1,7,3,-$5,0.20042,2.0325,4.0191,6.8905,8.0257,1.9866,0.36727,0.400,6,NaN,0,NaN,-$5,$-5.00,0,noResponse
129_demo,08-Jun-2014 13:21:02,2,5,4,+$0,10.2152,16.0222,18.0255,20.9469,22.0321,2.0033,0.38397,0.400,2,NaN,0,NaN,$0,$-5.00,0,noResponse
129_demo,08-Jun-2014 13:21:02,3,5,6,+$5,24.0298,26.022,28.0252,30.3624,32.0318,2.0033,0.38397,0.400,2,NaN,0,NaN,$0,$-5.00,0,noResponse
129_demo,08-Jun-2014 13:21:02,4,5,1,-$0,34.027,36.0217,38.025,40.9632,42.0316,2.0033,0.33388,0.400,2,0.32222,1,space,$0,$-5.00,0.083333,hit
129_demo,08-Jun-2014 13:21:02,5,5,3,-$5,44.0276,46.0215,48.0248,50.7459,52.0313,2.0033,0.35058,0.400,2,0.33148,1,space,$0,$-5.00,0.16667,hit
129_demo,08-Jun-2014 13:21:02,6,5,2,-$1,54.0258,56.0212,58.0245,60.345,62.0311,2.0033,0.33388,0.400,2,0.32438,1,space,$0,$-5.00,0.25,hit
129_demo,08-Jun-2014 13:21:02,7,5,5,+$1,64.0264,66.021,68.0243,70.4783,72.0308,2.0033,0.38395,0.400,2,NaN,0,NaN,$0,$-5.00,0.25,noResponse
129_demo,08-Jun-2014 13:21:02,8,5,5,+$1,74.0252,76.0207,78.024,80.6784,82.0306,2.0033,0.31719,0.400,2,0.30299,1,space,+$1,$-4.00,0.33333,hit
129_demo,08-Jun-2014 13:21:02,9,5,1,-$0,84.0259,86.0205,88.0238,90.9953,92.0304,2.0033,0.36727,0.400,2,0.38605,0,space,-$0,$-4.00,0.33333,late
129_demo,08-Jun-2014 13:21:02,10,5,6,+$5,94.0258,96.0202,98.0235,100.9951,102.0301,2.0033,0.3005,0.400,2,0.29029,1,space,+$5,$1.00,0.41667,hit
129_demo,08-Jun-2014 13:21:02,11,5,2,-$1,104.0255,106.02,108.0233,110.3938,112.0299,2.0033,0.38396,0.400,2,0.44352,0,space,-$1,$0.00,0.41667,late
129_demo,08-Jun-2014 13:21:02,12,5,4,+$0,114.0252,116.0198,118.023,120.9946,122.0296,2.0033,0.35057,0.400,2,0.33877,1,space,+$0,$0.00,0.5,hit
