Subject,RunTime,Trial,TR,TrialType,CueValue,TrialOnset,CueOnset,DelayOnset,TargetOnset,FeedBackOnset,CueDuration,TargetDuration,CurrentTargetDuration,ITI,RT,ACC,KeyPressed,TrialGain,Total,TotalWinPercent,Timing
38_b2,24-Feb-2014 16:54:39,1,7,4,+$0,0.24082,36.0231,38.0231,40.8898,42.0231,2,0.23334,0.250,6,0.21146,1,1!,+$0,$0.00,0.020833,hit
38_b2,24-Feb-2014 16:54:39,2,6,2,-$1,44.1629,50.0231,52.0231,54.9565,56.0231,2,0.23334,0.250,4,0.21356,1,1!,$0,$0.00,0.041667,hit
38_b2,24-Feb-2014 16:54:39,3,5,5,+$1,58.0345,62.0231,64.0231,66.3731,68.0231,2,0.25,0.250,2,NaN,0,NaN,$0,$0.00,0.041667,noResponse
38_b2,24-Feb-2014 16:54:39,4,5,1,-$0,70.0328,72.0231,74.0231,76.9565,78.0231,2,0.25,0.250,2,0.0091557,0,1!,-$0,$0.00,0.041667,late
38_b2,24-Feb-2014 16:54:39,5,6,6,+$5,80.0316,82.0231,84.0231,86.7565,88.0231,2,0.24999,0.250,4,0.012331,0,1!,$0,$0.00,0.041667,late
38_b2,24-Feb-2014 16:54:39,6,6,2,-$1,90.0316,94.0231,96.0231,98.3398,100.0231,2,0.25,0.250,4,0.066964,0,1!,-$1,$-1.00,0.041667,late
38_b2,24-Feb-2014 16:54:39,7,7,4,+$0,102.0315,106.0231,108.0231,110.4898,112.0231,2,0.21668,0.250,6,0.20925,1,1!,+$0,$-1.00,0.0625,hit
38_b2,24-Feb-2014 16:54:39,8,5,1,-$0,114.0314,120.0231,122.0231,124.6898,126.0231,2,0.25001,0.250,2,NaN,0,NaN,-$0,$-1.00,0.0625,noResponse
38_b2,24-Feb-2014 16:54:39,9,5,4,+$0,128.0306,130.0231,132.0231,134.9898,136.0231,2,0.25,0.250,2,0.074221,0,1!,$0,$-1.00,0.0625,late
38_b2,24-Feb-2014 16:54:39,10,7,3,-$5,138.0317,140.0231,142.0231,144.9898,146.0231,2,0.24999,0.250,6,0.22152,1,1!,$0,$-1.00,0.083333,hit
38_b2,24-Feb-2014 16:54:39,11,7,2,-$1,148.0316,154.0231,156.0231,158.3898,160.0231,2,0.25001,0.250,6,NaN,0,NaN,-$1,$-2.00,0.083333,noResponse
38_b2,24-Feb-2014 16:54:39,12,6,6,+$5,162.0321,168.0231,170.0231,173.0065,174.0231,2,0.25,0.250,4,NaN,0,NaN,$0,$-2.00,0.083333,noResponse
38_b2,24-Feb-2014 16:54:39,13,7,2,-$1,176.0314,180.0231,182.0231,184.9898,186.0231,2,0.26665,0.270,6,0.023019,0,1!,-$1,$-3.00,0.083333,late
38_b2,24-Feb-2014 16:54:39,14,6,4,+$0,188.0315,194.0231,196.0231,198.6398,200.0231,2,0.23334,0.230,4,0.026349,0,1!,$0,$-3.00,0.083333,late
38_b2,24-Feb-2014 16:54:39,15,5,3,-$5,202.0317,206.0231,208.0231,210.8731,212.0231,2,0.21667,0.250,2,0.1968,1,1!,$0,$-3.00,0.10417,hit
38_b2,24-Feb-2014 16:54:39,16,7,2,-$1,214.0315,216.0231,218.0231,220.3731,222.0231,2,0.21667,0.290,6,0.19481,1,1!,$0,$-3.00,0.125,hit
38_b2,24-Feb-2014 16:54:39,17,5,3,-$5,224.0322,230.0231,232.0231,234.5898,236.0231,2,0.23333,0.250,2,0.22032,1,1!,$0,$-3.00,0.14583,hit
38_b2,24-Feb-2014 16:54:39,18,7,3,-$5,238.0315,240.0231,242.0231,244.9565,246.0231,2,0.2,0.230,6,0.18409,1,1!,$0,$-3.00,0.16667,hit
38_b2,24-Feb-2014 16:54:39,19,6,6,+$5,248.0314,254.0231,256.0231,258.8731,260.0231,2,0.21667,0.250,4,0.19452,1,1!,+$5,$2.00,0.1875,hit
38_b2,24-Feb-2014 16:54:39,20,7,6,+$5,262.0316,266.0231,268.0231,270.9898,272.0231,2,0.23334,0.270,6,0.21683,1,1!,+$5,$7.00,0.20833,hit
38_b2,24-Feb-2014 16:54:39,21,5,3,-$5,274.0316,280.0231,282.0231,284.7731,286.0231,2,0.2,0.210,2,0.0094198,0,1!,-$5,$2.00,0.20833,late
38_b2,24-Feb-2014 16:54:39,22,7,2,-$1,288.0316,290.0231,292.0231,294.3065,296.0231,2,0.29999,0.310,6,0.02985,0,1!,-$1,$1.00,0.20833,late
38_b2,24-Feb-2014 16:54:39,23,7,1,-$0,298.0317,304.0231,306.0231,308.9065,310.0231,2,0.2,0.250,6,0.18358,1,1!,$0,$1.00,0.22917,hit
38_b2,24-Feb-2014 16:54:39,24,6,3,-$5,312.0329,318.0231,320.0231,322.9731,324.0231,2,0.18332,0.190,4,0.030312,0,1!,-$5,$-4.00,0.22917,late
38_b2,24-Feb-2014 16:54:39,25,5,4,+$0,326.0315,330.0231,332.0231,334.7898,336.0231,2,0.2,0.250,2,0.18342,1,1!,+$0,$-4.00,0.25,hit
38_b2,24-Feb-2014 16:54:39,26,6,5,+$1,338.0315,340.0231,342.0231,344.8398,346.0231,2,0.24999,0.250,4,NaN,0,NaN,$0,$-4.00,0.25,early
38_b2,24-Feb-2014 16:54:39,27,7,2,-$1,348.0314,352.0231,354.0231,356.8231,358.0231,2,0.26667,0.330,6,0.24637,1,1!,$0,$-4.00,0.27083,hit
38_b2,24-Feb-2014 16:54:39,28,5,5,+$1,360.0316,366.0231,368.0231,370.5731,372.0231,2,0.23332,0.250,2,0.21968,1,1!,+$1,$-3.00,0.29167,hit
38_b2,24-Feb-2014 16:54:39,29,7,1,-$0,374.0305,376.0231,378.0231,380.7731,382.0231,2,0.26666,0.270,6,NaN,0,NaN,-$0,$-3.00,0.29167,noResponse
38_b2,24-Feb-2014 16:54:39,30,5,5,+$1,384.0314,390.0231,392.0231,394.4065,396.0231,2,0.25,0.270,2,0.23605,1,1!,+$1,$-2.00,0.3125,hit
38_b2,24-Feb-2014 16:54:39,31,6,6,+$5,398.0317,400.0231,402.0231,404.8065,406.0231,2,0.25,0.290,4,0.22927,1,1!,+$5,$3.00,0.33333,hit
38_b2,24-Feb-2014 16:54:39,32,7,5,+$1,408.0317,412.0231,414.0231,416.3065,418.0231,2,0.21667,0.290,6,0.19861,1,1!,+$1,$4.00,0.35417,hit
38_b2,24-Feb-2014 16:54:39,33,7,3,-$5,420.0304,426.0231,428.0231,430.4898,432.0231,2,0.16666,0.170,6,0.081143,0,1!,-$5,$-1.00,0.35417,late
38_b2,24-Feb-2014 16:54:39,34,6,3,-$5,434.0318,440.0231,442.0231,444.3065,446.0231,2,0.18333,0.190,4,0.016153,0,1!,-$5,$-6.00,0.35417,late
38_b2,24-Feb-2014 16:54:39,35,5,6,+$5,448.0318,452.0231,454.0231,456.3398,458.0231,2,0.21667,0.310,2,0.20093,1,1!,+$5,$-1.00,0.375,hit
