Subject,RunTime,Trial,TR,TrialType,CueValue,TrialOnset,CueOnset,DelayOnset,TargetOnset,FeedBackOnset,CueDuration,TargetDuration,CurrentTargetDuration,ITI,RT,ACC,KeyPressed,TrialGain,Total,TotalWinPercent,Timing
126_b2,23-May-2014 17:52:35,43,7,4,+$0,0.24609,12.0335,14.0168,16.8502,18.0335,1.9833,0.39999,0.425,6,NaN,0,NaN,$0,$0.00,0,noResponse
126_b2,23-May-2014 17:52:35,44,6,2,-$1,20.065,26.0168,28.0168,30.8668,32.0168,2,0.31666,0.425,4,0.30085,1,1!,$0,$0.00,0.020833,hit
126_b2,23-May-2014 17:52:35,45,5,5,+$1,34.0243,38.0168,40.0168,42.4168,44.0168,2,0.35003,0.425,2,0.33785,1,1!,+$1,$1.00,0.041667,hit
126_b2,23-May-2014 17:52:35,46,5,1,-$0,46.0243,48.0168,50.0168,52.6335,54.0168,2,0.41666,0.425,2,0.43825,0,1!,-$0,$1.00,0.041667,late
126_b2,23-May-2014 17:52:35,47,6,6,+$5,56.0244,58.0168,60.0168,62.6002,64.0168,2,0.31666,0.425,4,0.30452,1,1!,+$5,$6.00,0.0625,hit
126_b2,23-May-2014 17:52:35,48,6,2,-$1,66.0242,70.0168,72.0168,74.7668,76.0168,2,0.25,0.425,4,0.23585,1,1!,$0,$6.00,0.083333,hit
126_b2,23-May-2014 17:52:35,49,7,4,+$0,78.025,82.0168,84.0168,86.8002,88.0168,2,0.26667,0.425,6,0.25752,1,1!,+$0,$6.00,0.10417,hit
126_b2,23-May-2014 17:52:35,50,5,1,-$0,90.0242,96.0168,98.0168,100.8335,102.0168,2,0.23333,0.425,2,0.22718,1,1!,$0,$6.00,0.125,hit
126_b2,23-May-2014 17:52:35,51,5,4,+$0,104.0242,106.0168,108.0168,110.4835,112.0168,2,0.4,0.425,2,0.48733,0,1!,$0,$6.00,0.125,late
126_b2,23-May-2014 17:52:35,52,7,3,-$5,114.0242,116.0168,118.0168,120.7835,122.0168,2,0.24999,0.425,6,0.23918,1,1!,$0,$6.00,0.14583,hit
126_b2,23-May-2014 17:52:35,53,7,2,-$1,124.0242,130.0168,132.0168,134.7668,136.0168,2,0.28333,0.425,6,0.26485,1,1!,$0,$6.00,0.16667,hit
126_b2,23-May-2014 17:52:35,54,6,6,+$5,138.0241,144.0168,146.0168,148.4002,150.0168,2,0.31666,0.425,4,0.29861,1,1!,+$5,$11.00,0.1875,hit
126_b2,23-May-2014 17:52:35,55,7,2,-$1,152.0242,156.0168,158.0168,160.3668,162.0168,2,0.38333,0.405,6,0.41483,0,1!,-$1,$10.00,0.1875,late
126_b2,23-May-2014 17:52:35,56,6,4,+$0,164.0241,170.0168,172.0168,174.6502,176.0168,2,0.31665,0.445,4,0.31151,1,1!,+$0,$10.00,0.20833,hit
126_b2,23-May-2014 17:52:35,57,5,3,-$5,178.0242,182.0168,184.0168,187.0002,188.0168,2,0.23332,0.425,2,0.22251,1,1!,$0,$10.00,0.22917,hit
126_b2,23-May-2014 17:52:35,58,7,2,-$1,190.0243,192.0168,194.0168,196.5335,198.0168,2,0.36667,0.385,6,0.40218,0,1!,-$1,$9.00,0.22917,late
126_b2,23-May-2014 17:52:35,59,5,3,-$5,200.0242,206.0168,208.0168,210.7168,212.0168,2,0.33332,0.425,2,0.32184,1,1!,$0,$9.00,0.25,hit
126_b2,23-May-2014 17:52:35,60,7,3,-$5,214.0243,216.0168,218.0168,220.4502,222.0168,2,0.28333,0.405,6,0.27451,1,1!,$0,$9.00,0.27083,hit
126_b2,23-May-2014 17:52:35,61,6,6,+$5,224.0243,230.0168,232.0168,234.8335,236.0168,2,0.31666,0.425,4,0.29918,1,1!,+$5,$14.00,0.29167,hit
126_b2,23-May-2014 17:52:35,62,7,6,+$5,238.0242,242.0168,244.0168,246.4668,248.0168,2,0.28333,0.405,6,0.26683,1,1!,+$5,$19.00,0.3125,hit
126_b2,23-May-2014 17:52:35,63,5,3,-$5,250.0243,256.0168,258.0168,260.6502,262.0168,2,0.26667,0.385,2,0.25651,1,1!,$0,$19.00,0.33333,hit
126_b2,23-May-2014 17:52:35,64,7,2,-$1,264.0243,266.0168,268.0168,270.8002,272.0168,2,0.25001,0.405,6,0.23852,1,1!,$0,$19.00,0.35417,hit
126_b2,23-May-2014 17:52:35,65,7,1,-$0,274.0242,280.0168,282.0168,284.9502,286.0168,2,0.31666,0.425,6,0.30752,1,1!,$0,$19.00,0.375,hit
126_b2,23-May-2014 17:52:35,66,6,3,-$5,288.0242,294.0168,296.0168,299.0002,300.0168,2,0.29999,0.365,4,0.29452,1,1!,$0,$19.00,0.39583,hit
126_b2,23-May-2014 17:52:35,67,5,4,+$0,302.0243,306.0168,308.0168,310.6835,312.0168,2,0.28334,0.465,2,0.27518,1,1!,+$0,$19.00,0.41667,hit
126_b2,23-May-2014 17:52:35,68,6,5,+$1,314.0241,316.0168,318.0168,320.3835,322.0168,2,0.26666,0.425,4,0.25418,1,1!,+$1,$20.00,0.4375,hit
126_b2,23-May-2014 17:52:35,69,7,2,-$1,324.0242,328.0168,330.0168,332.3835,334.0168,2,0.23335,0.385,6,0.22119,1,1!,$0,$20.00,0.45833,hit
126_b2,23-May-2014 17:52:35,70,5,5,+$1,336.0249,342.0168,344.0168,346.4668,348.0168,2,0.28333,0.425,2,0.26885,1,1!,+$1,$21.00,0.47917,hit
