Subject,RunTime,Trial,TR,TrialType,CueValue,TrialOnset,CueOnset,DelayOnset,TargetOnset,FeedBackOnset,CueDuration,TargetDuration,CurrentTargetDuration,ITI,RT,ACC,KeyPressed,TrialGain,Total,TotalWinPercent,Timing
129_b1,11-Jun-2014 18:43:01,1,7,1,-$0,0.21313,12.028,14.028,16.878,18.028,2,0.33334,0.400,6,0.30854,1,1!,$0,$0.00,0.02381,hit
129_b1,11-Jun-2014 18:43:01,2,7,2,-$1,20.1499,26.028,28.028,30.9613,32.028,2,0.33334,0.400,6,0.32121,1,1!,$0,$0.00,0.047619,hit
129_b1,11-Jun-2014 18:43:01,3,7,2,-$1,34.0385,40.028,42.028,44.3613,46.028,2,0.38334,0.400,6,0.39129,0,1!,-$1,$-1.00,0.047619,late
129_b1,11-Jun-2014 18:43:01,4,5,4,+$0,48.0367,54.028,56.028,58.9613,60.028,2,0.36668,0.400,2,0.35521,1,1!,+$0,$-1.00,0.071429,hit
129_b1,11-Jun-2014 18:43:01,5,6,4,+$0,62.0357,64.028,66.028,68.7446,70.028,2,0.26667,0.400,4,0.26088,1,1!,+$0,$-1.00,0.095238,hit
129_b1,11-Jun-2014 18:43:01,6,6,6,+$5,72.0363,76.028,78.028,80.3446,82.028,2,0.25,0.400,4,0.24288,1,1!,+$5,$4.00,0.11905,hit
129_b1,11-Jun-2014 18:43:01,7,7,4,+$0,84.0356,88.028,90.028,92.478,94.028,2,0.38333,0.400,6,0.42354,0,1!,$0,$4.00,0.11905,late
129_b1,11-Jun-2014 18:43:01,8,6,4,+$0,96.0357,102.028,104.028,106.678,108.028,2,0.36666,0.380,4,0.38953,0,1!,$0,$4.00,0.11905,late
129_b1,11-Jun-2014 18:43:01,9,7,3,-$5,110.0361,114.028,116.028,118.9946,120.028,2,0.28334,0.400,6,0.27187,1,1!,$0,$4.00,0.14286,hit
129_b1,11-Jun-2014 18:43:01,10,6,2,-$1,122.0357,128.028,130.028,132.9946,134.028,2,0.38333,0.400,4,0.53087,0,1!,-$1,$3.00,0.14286,late
129_b1,11-Jun-2014 18:43:01,11,7,5,+$1,136.0361,140.028,142.028,144.3946,146.028,2,0.28334,0.400,6,0.27587,1,1!,+$1,$4.00,0.16667,hit
129_b1,11-Jun-2014 18:43:01,12,5,1,-$0,148.0359,154.028,156.028,158.9946,160.028,2,0.33333,0.400,2,0.31487,1,1!,$0,$4.00,0.19048,hit
129_b1,11-Jun-2014 18:43:01,13,5,5,+$1,162.0364,164.028,166.028,168.9946,170.028,2,0.3,0.400,2,0.28186,1,1!,+$1,$5.00,0.21429,hit
129_b1,11-Jun-2014 18:43:01,14,7,5,+$1,172.0357,174.028,176.028,178.6446,180.028,2,0.36666,0.400,6,0.39487,0,1!,$0,$5.00,0.21429,late
129_b1,11-Jun-2014 18:43:01,15,5,6,+$5,182.0358,188.028,190.028,192.878,194.028,2,0.31668,0.400,2,0.30754,1,1!,+$5,$10.00,0.2381,hit
129_b1,11-Jun-2014 18:43:01,16,6,3,-$5,196.0359,198.028,200.028,202.378,204.028,2,0.29999,0.400,4,0.28653,1,1!,$0,$10.00,0.2619,hit
129_b1,11-Jun-2014 18:43:01,17,6,4,+$0,206.0356,210.028,212.028,214.5946,216.028,2,0.38333,0.400,4,NaN,0,NaN,$0,$10.00,0.2619,noResponse
129_b1,11-Jun-2014 18:43:01,18,7,2,-$1,218.0364,222.028,224.028,226.9613,228.028,2,0.31666,0.420,6,0.3012,1,1!,$0,$10.00,0.28571,hit
129_b1,11-Jun-2014 18:43:01,19,5,1,-$0,230.0357,236.028,238.028,240.8613,242.028,2,0.33334,0.400,2,0.3232,1,1!,$0,$10.00,0.30952,hit
129_b1,11-Jun-2014 18:43:01,20,6,2,-$1,244.0358,246.028,248.028,250.9946,252.028,2,0.33334,0.440,4,0.32486,1,1!,$0,$10.00,0.33333,hit
129_b1,11-Jun-2014 18:43:01,21,7,6,+$5,254.0368,258.028,260.028,262.7613,264.028,2,0.29999,0.400,6,0.2932,1,1!,+$5,$15.00,0.35714,hit
129_b1,11-Jun-2014 18:43:01,22,7,3,-$5,266.0358,272.028,274.028,276.2947,278.028,2,0.35,0.400,6,0.33286,1,1!,$0,$15.00,0.38095,hit
129_b1,11-Jun-2014 18:43:01,23,6,6,+$5,280.0356,286.028,288.028,290.9113,292.028,2,0.3,0.380,4,0.2902,1,1!,+$5,$20.00,0.40476,hit
129_b1,11-Jun-2014 18:43:01,24,5,5,+$1,294.0357,298.028,300.028,302.978,304.028,2,0.35,0.380,2,0.43655,0,1!,$0,$20.00,0.40476,late
129_b1,11-Jun-2014 18:43:01,25,6,3,-$5,306.0358,308.028,310.028,312.778,314.028,2,0.31667,0.380,4,0.30654,1,1!,$0,$20.00,0.42857,hit
129_b1,11-Jun-2014 18:43:01,26,7,2,-$1,316.0359,320.028,322.028,324.8446,326.028,2,0.36667,0.460,6,0.35886,1,1!,$0,$20.00,0.45238,hit
129_b1,11-Jun-2014 18:43:01,27,6,5,+$1,328.0357,334.028,336.028,338.828,340.028,2,0.3,0.400,4,0.28154,1,1!,+$1,$21.00,0.47619,hit
129_b1,11-Jun-2014 18:43:01,28,5,1,-$0,342.0357,346.028,348.028,350.5613,352.028,2,0.36666,0.380,2,0.4282,0,1!,-$0,$21.00,0.47619,late
129_b1,11-Jun-2014 18:43:01,29,5,5,+$1,354.0357,356.028,358.028,360.7613,362.028,2,0.3,0.420,2,0.29323,1,1!,+$1,$22.00,0.5,hit
129_b1,11-Jun-2014 18:43:01,30,7,6,+$5,364.0359,366.028,368.028,370.4113,372.028,2,0.28333,0.360,6,0.2742,1,1!,+$5,$27.00,0.52381,hit
129_b1,11-Jun-2014 18:43:01,31,7,1,-$0,374.0366,380.028,382.028,384.8113,386.028,2,0.29999,0.360,6,0.2912,1,1!,$0,$27.00,0.54762,hit
129_b1,11-Jun-2014 18:43:01,32,7,4,+$0,388.0358,394.028,396.028,398.2947,400.028,2,0.3,0.420,6,0.29485,1,1!,+$0,$27.00,0.57143,hit
129_b1,11-Jun-2014 18:43:01,33,5,2,-$1,402.0356,408.028,410.028,412.478,414.028,2,0.31667,0.440,2,0.30553,1,1!,$0,$27.00,0.59524,hit
129_b1,11-Jun-2014 18:43:01,34,5,4,+$0,416.0356,418.028,420.028,422.3113,424.028,2,0.41666,0.440,2,0.4262,0,1!,$0,$27.00,0.59524,late
129_b1,11-Jun-2014 18:43:01,35,6,6,+$5,426.0357,428.028,430.028,432.3446,434.028,2,0.3,0.340,4,0.29487,1,1!,+$5,$32.00,0.61905,hit
129_b1,11-Jun-2014 18:43:01,36,6,1,-$0,436.0365,440.028,442.028,444.8946,446.028,2,0.31667,0.340,4,0.40988,0,1!,-$0,$32.00,0.61905,late
129_b1,11-Jun-2014 18:43:01,37,5,6,+$5,448.036,452.0113,454.028,456.7946,458.028,2.0167,0.3,0.320,2,0.32187,0,1!,$0,$32.00,0.61905,late
129_b1,11-Jun-2014 18:43:01,38,6,3,-$5,460.0358,462.028,464.028,466.5113,468.028,2,0.29999,0.360,4,0.2802,1,1!,$0,$32.00,0.64286,hit
129_b1,11-Jun-2014 18:43:01,39,5,5,+$1,470.036,474.028,476.028,478.9946,480.028,2,0.36666,0.400,2,0.55594,0,1!,$0,$32.00,0.64286,late
129_b1,11-Jun-2014 18:43:01,40,5,3,-$5,482.0357,484.028,486.028,488.2946,490.028,2,0.21667,0.340,2,0.20887,1,1!,$0,$32.00,0.66667,hit
129_b1,11-Jun-2014 18:43:01,41,5,3,-$5,492.0359,494.028,496.028,498.6113,500.028,2,0.28333,0.320,2,0.30326,0,1!,-$5,$27.00,0.66667,late
129_b1,11-Jun-2014 18:43:01,42,6,1,-$0,502.036,504.028,506.028,508.5613,510.028,2,0.30001,0.320,4,0.28321,1,1!,$0,$27.00,0.69048,hit
