Subject,RunTime,Trial,TR,TrialType,CueValue,TrialOnset,CueOnset,DelayOnset,TargetOnset,FeedBackOnset,CueDuration,TargetDuration,CurrentTargetDuration,ITI,RT,ACC,KeyPressed,TrialGain,Total,TotalWinPercent,Timing
39_practice,27-May-2014 15:26:15,1,7,3,-$5,0.21223,2.0292,4.0325,6.8872,8.0224,2.0033,0.28378,0.300,6,0.29087,0,space,-$5,$-5.00,0,late
39_practice,27-May-2014 15:26:15,2,5,6,+$5,10.1552,16.0188,18.0221,20.9603,22.0287,2.0033,0.2671,0.300,2,0.27376,0,space,$0,$-5.00,0,late
39_practice,27-May-2014 15:26:15,3,5,5,+$1,24.0432,26.0186,28.0219,30.3758,32.0285,2.0033,0.26711,0.300,2,0.45831,0,space,$0,$-5.00,0,late
39_practice,27-May-2014 15:26:15,4,5,1,-$0,34.0396,36.0184,38.0216,40.9598,42.0282,2.0033,0.23371,0.300,2,0.21826,1,space,$0,$-5.00,0.02381,hit
39_practice,27-May-2014 15:26:15,5,6,2,-$1,44.0396,46.0181,48.0214,50.7425,52.028,2.0033,0.26709,0.300,4,0.25152,1,space,$0,$-5.00,0.047619,hit
39_practice,27-May-2014 15:26:15,6,6,4,+$0,54.0402,58.0212,60.0245,62.3449,64.031,2.0033,0.25041,0.300,4,0.24113,1,space,+$0,$-5.00,0.071429,hit
39_practice,27-May-2014 15:26:15,7,7,6,+$5,66.0263,70.0242,72.0275,74.4815,76.0174,2.0033,0.2838,0.300,6,0.29653,0,space,$0,$-5.00,0.071429,late
39_practice,27-May-2014 15:26:15,8,5,1,-$0,78.0294,84.0305,86.0171,88.6882,90.0237,1.9866,0.26709,0.300,2,0.24987,1,space,$0,$-5.00,0.095238,hit
39_practice,27-May-2014 15:26:15,9,6,3,-$5,92.0358,94.0303,96.0169,98.9884,100.0235,1.9866,0.2671,0.300,4,0.24562,1,space,$0,$-5.00,0.11905,hit
39_practice,27-May-2014 15:26:15,10,5,4,+$0,102.0355,106.0166,108.0199,110.9915,112.0265,2.0033,0.23371,0.300,2,0.21857,1,space,+$0,$-5.00,0.14286,hit
39_practice,27-May-2014 15:26:15,11,7,5,+$1,114.0392,116.0331,118.0197,120.3903,122.0263,1.9866,0.28381,0.300,6,NaN,0,NaN,$0,$-5.00,0.14286,noResponse
39_practice,27-May-2014 15:26:15,12,6,1,-$0,124.0379,130.0227,132.026,134.9976,136.0326,2.0033,0.25042,0.300,4,0.22848,1,space,$0,$-5.00,0.16667,hit
39_practice,27-May-2014 15:26:15,13,5,1,-$0,138.028,142.0258,144.0291,146.9839,148.019,2.0033,0.26711,0.280,2,0.31414,0,space,-$0,$-5.00,0.16667,late
39_practice,27-May-2014 15:26:15,14,5,4,+$0,150.0311,152.0255,154.0288,156.6331,158.0187,2.0033,0.2504,0.300,2,0.23295,1,space,+$0,$-5.00,0.19048,hit
39_practice,27-May-2014 15:26:15,15,6,6,+$5,160.0308,162.0253,164.0286,166.8666,168.0185,2.0033,0.23372,0.300,4,0.21547,1,space,+$5,$0.00,0.21429,hit
39_practice,27-May-2014 15:26:15,16,6,1,-$0,170.0304,174.0284,176.0317,178.3855,180.0215,2.0033,0.23371,0.260,4,0.32056,0,space,-$0,$0.00,0.21429,late
39_practice,27-May-2014 15:26:15,17,6,1,-$0,182.0343,186.0314,188.018,190.5889,192.0246,1.9866,0.26712,0.280,4,0.30919,0,space,-$0,$0.00,0.21429,late
39_practice,27-May-2014 15:26:15,18,7,2,-$1,194.0367,198.0177,200.021,202.9592,204.0276,2.0033,0.21703,0.300,6,0.20285,1,space,$0,$0.00,0.2381,hit
39_practice,27-May-2014 15:26:15,19,7,2,-$1,206.0404,212.0241,214.0274,216.8654,218.0173,2.0033,0.21702,0.300,6,0.20869,1,space,$0,$0.00,0.2619,hit
39_practice,27-May-2014 15:26:15,20,6,3,-$5,220.0294,226.0304,228.017,230.9886,232.0236,1.9866,0.2337,0.300,4,0.21349,1,space,$0,$0.00,0.28571,hit
39_practice,27-May-2014 15:26:15,21,7,4,+$0,234.0358,238.0168,240.0201,242.7746,244.0267,2.0033,0.25041,0.280,6,0.55546,0,space,$0,$0.00,0.28571,late
39_practice,27-May-2014 15:26:15,22,7,5,+$1,246.0387,252.0231,254.0264,256.2968,258.033,2.0033,0.23372,0.300,6,0.21726,1,space,+$1,$1.00,0.30952,hit
39_practice,27-May-2014 15:26:15,23,5,2,-$1,260.0283,266.0295,268.0327,270.9041,272.0226,2.0033,0.2671,0.280,2,0.24993,1,space,$0,$1.00,0.33333,hit
39_practice,27-May-2014 15:26:15,24,6,5,+$1,274.0347,276.0292,278.0158,280.9707,282.0224,1.9866,0.23371,0.320,4,0.2154,1,space,+$1,$2.00,0.35714,hit
39_practice,27-May-2014 15:26:15,25,7,6,+$5,284.0344,288.0323,290.0188,292.7901,294.0254,1.9866,0.23373,0.320,6,0.212,1,space,+$5,$7.00,0.38095,hit
39_practice,27-May-2014 15:26:15,26,6,1,-$0,296.0375,302.0219,304.0252,306.8465,308.0318,2.0033,0.23372,0.300,4,0.22757,1,space,$0,$7.00,0.40476,hit
39_practice,27-May-2014 15:26:15,27,5,4,+$0,310.0272,314.025,316.0282,318.8328,320.0181,2.0033,0.23372,0.260,2,NaN,0,NaN,$0,$7.00,0.40476,noResponse
39_practice,27-May-2014 15:26:15,28,5,3,-$5,322.0292,324.0247,326.028,328.5655,330.0179,2.0033,0.26709,0.280,2,NaN,0,NaN,-$5,$2.00,0.40476,noResponse
39_practice,27-May-2014 15:26:15,29,6,3,-$5,332.0299,334.0245,336.0277,338.7656,340.0176,2.0033,0.2671,0.300,4,0.26047,1,space,$0,$2.00,0.42857,hit
39_practice,27-May-2014 15:26:15,30,5,2,-$1,342.0298,346.0275,348.0308,350.4014,352.0207,2.0033,0.2337,0.260,2,0.22471,1,space,$0,$2.00,0.45238,hit
39_practice,27-May-2014 15:26:15,31,7,6,+$5,354.0338,356.0273,358.0306,360.8018,362.0204,2.0033,0.23373,0.340,6,0.21631,1,space,+$5,$7.00,0.47619,hit
