Subject,RunTime,Trial,TR,TrialType,CueValue,TrialOnset,CueOnset,DelayOnset,TargetOnset,FeedBackOnset,CueDuration,TargetDuration,CurrentTargetDuration,ITI,RT,ACC,KeyPressed,TrialGain,Total,TotalWinPercent,Timing
128_practice,13-Jun-2014 11:30:00,1,7,3,-$5,0.15975,2.0041,4.0241,6.4781,8.0307,2.02,0.2838,0.300,6,0.30745,0,space,-$5,$-5.00,0,late
128_practice,13-Jun-2014 11:30:00,2,5,6,+$5,10.0808,16.0272,18.0304,20.6848,22.0203,2.0033,0.21704,0.300,2,0.20478,1,space,+$5,$0.00,0.02381,hit
128_practice,13-Jun-2014 11:30:00,3,5,5,+$1,24.0331,26.0269,28.0302,30.985,32.0201,2.0033,0.21702,0.300,2,0.20857,1,space,+$1,$1.00,0.047619,hit
128_practice,13-Jun-2014 11:30:00,4,5,1,-$0,34.0331,36.0267,38.03,41.0015,42.0198,2.0033,0.21703,0.300,2,0.20008,1,space,$0,$1.00,0.071429,hit
128_practice,13-Jun-2014 11:30:00,5,6,2,-$1,44.0328,46.0264,48.0297,50.4003,52.0196,2.0033,0.21702,0.300,4,0.2093,1,space,$0,$1.00,0.095238,hit
128_practice,13-Jun-2014 11:30:00,6,6,4,+$0,54.0316,58.0295,60.0161,63.0043,64.0226,1.9866,0.2838,0.300,4,NaN,0,NaN,$0,$1.00,0.095238,early
128_practice,13-Jun-2014 11:30:00,7,7,6,+$5,66.0336,70.0325,72.0191,74.9907,76.0257,1.9866,0.21702,0.300,6,0.21093,1,space,+$5,$6.00,0.11905,hit
128_practice,13-Jun-2014 11:30:00,8,5,1,-$0,78.0373,84.0222,86.0254,88.6464,90.032,2.0033,0.21703,0.300,2,0.21116,1,space,$0,$6.00,0.14286,hit
128_practice,13-Jun-2014 11:30:00,9,6,3,-$5,92.0263,94.0219,96.0252,98.8799,100.0318,2.0033,0.21702,0.300,4,0.20168,1,space,$0,$6.00,0.16667,hit
128_practice,13-Jun-2014 11:30:00,10,5,4,+$0,102.0265,106.025,108.0283,110.3821,112.0181,2.0033,0.23371,0.300,2,0.21944,1,space,+$0,$6.00,0.19048,hit
128_practice,13-Jun-2014 11:30:00,11,7,5,+$1,114.0301,116.0247,118.028,120.5822,122.0179,2.0033,0.23371,0.300,6,0.22738,1,space,+$1,$7.00,0.21429,hit
128_practice,13-Jun-2014 11:30:00,12,6,1,-$0,124.0301,130.031,132.0177,134.9558,136.0242,1.9866,0.21703,0.300,4,0.20579,1,space,$0,$7.00,0.2381,hit
128_practice,13-Jun-2014 11:30:00,13,5,1,-$0,138.0351,142.0174,144.0207,146.8754,148.0273,2.0033,0.21703,0.280,2,0.21418,1,space,$0,$7.00,0.2619,hit
128_practice,13-Jun-2014 11:30:00,14,5,4,+$0,150.0381,152.0172,154.0205,156.992,158.027,2.0033,0.21703,0.300,2,0.20157,1,space,+$0,$7.00,0.28571,hit
