Subject,RunTime,Trial,TR,TrialType,CueValue,TrialOnset,CueOnset,DelayOnset,TargetOnset,FeedBackOnset,CueDuration,TargetDuration,CurrentTargetDuration,ITI,RT,ACC,KeyPressed,TrialGain,Total,TotalWinPercent,Timing
39_b1,10-Jun-2014 17:23:14,1,7,1,-$0,0.25934,12.0287,14.0287,16.8787,18.0287,2,0.23335,0.250,6,0.26293,0,1!,-$0,$0.00,0,late
Subject,RunTime,Trial,TR,TrialType,CueValue,TrialOnset,CueOnset,DelayOnset,TargetOnset,FeedBackOnset,CueDuration,TargetDuration,CurrentTargetDuration,ITI,RT,ACC,KeyPressed,TrialGain,Total,TotalWinPercent,Timing
39_b1,10-Jun-2014 17:24:09,1,7,1,-$0,0.17948,12.0286,14.0286,16.9453,18.0286,2,0.23334,0.250,6,0.24226,0,1!,-$0,$0.00,0,late
39_b1,10-Jun-2014 17:24:09,2,7,2,-$1,20.0408,26.0286,28.0286,30.362,32.012,2,0.21666,0.250,6,0.20459,1,1!,$0,$0.00,0.02381,hit
39_b1,10-Jun-2014 17:24:09,3,7,2,-$1,34.0368,40.0286,42.0286,44.962,46.0286,2,0.23333,0.250,6,NaN,0,NaN,-$1,$-1.00,0.02381,noResponse
39_b1,10-Jun-2014 17:24:09,4,5,4,+$0,48.0376,54.0286,56.0286,58.7453,60.0286,2,0.23334,0.250,2,0.24233,0,1!,$0,$-1.00,0.02381,late
39_b1,10-Jun-2014 17:24:09,5,6,4,+$0,62.0366,64.0286,66.0286,68.3453,70.0286,2,0.21667,0.250,4,0.19733,1,1!,+$0,$-1.00,0.047619,hit
39_b1,10-Jun-2014 17:24:09,6,6,6,+$5,72.0364,76.0287,78.0286,80.4786,82.0287,2,0.21667,0.250,4,0.20592,1,1!,+$5,$4.00,0.071429,hit
39_b1,10-Jun-2014 17:24:09,7,7,4,+$0,84.0365,88.0286,90.0286,92.6786,94.0287,2,0.23332,0.250,6,0.21791,1,1!,+$0,$4.00,0.095238,hit
39_b1,10-Jun-2014 17:24:09,8,6,4,+$0,96.0362,102.0286,104.0287,106.9953,108.0286,2,0.20001,0.230,4,0.21926,0,1!,$0,$4.00,0.095238,late
