Subject,RunTime,Trial,TR,TrialType,CueValue,TrialOnset,CueOnset,DelayOnset,TargetOnset,FeedBackOnset,CueDuration,TargetDuration,CurrentTargetDuration,ITI,RT,ACC,KeyPressed,TrialGain,Total,TotalWinPercent,Timing
39_b1,27-May-2014 17:40:36,1,7,1,-$0,0.2391,12.0214,14.0214,16.8881,18.0214,2,0.28335,0.300,6,0.30667,0,1!,-$0,$0.00,0,late
39_b1,27-May-2014 17:40:36,2,7,2,-$1,20.1736,26.0214,28.0214,30.9548,32.0214,2,0.23334,0.300,6,0.22901,1,1!,$0,$0.00,0.02381,hit
39_b1,27-May-2014 17:40:36,3,7,2,-$1,34.0323,40.0214,42.0214,44.3714,46.0214,2,0.28333,0.300,6,0.29333,0,1!,-$1,$-1.00,0.02381,late
39_b1,27-May-2014 17:40:36,4,5,4,+$0,48.0313,54.0214,56.0214,58.9548,60.0214,2,0.25,0.300,2,0.231,1,1!,+$0,$-1.00,0.047619,hit
39_b1,27-May-2014 17:40:36,5,6,4,+$0,62.0306,64.0214,66.0214,68.7548,70.0214,2,0.26667,0.300,4,0.258,1,1!,+$0,$-1.00,0.071429,hit
39_b1,27-May-2014 17:40:36,6,6,6,+$5,72.0299,76.0214,78.0214,80.3548,82.0215,2,0.21666,0.300,4,0.205,1,1!,+$5,$4.00,0.095238,hit
39_b1,27-May-2014 17:40:36,7,7,4,+$0,84.0302,88.0214,90.0214,92.4881,94.0214,2,0.23334,0.300,6,0.22667,1,1!,+$0,$4.00,0.11905,hit
39_b1,27-May-2014 17:40:36,8,6,4,+$0,96.0297,102.0214,104.0214,106.6881,108.0214,2,0.25,0.280,4,0.23266,1,1!,+$0,$4.00,0.14286,hit
39_b1,27-May-2014 17:40:36,9,7,3,-$5,110.0299,114.0214,116.0214,118.9881,120.0214,2,0.23333,0.300,6,0.22167,1,1!,$0,$4.00,0.16667,hit
39_b1,27-May-2014 17:40:36,10,6,2,-$1,122.0305,128.0214,130.0214,133.0048,134.0214,2,0.25001,0.300,4,0.23601,1,1!,$0,$4.00,0.19048,hit
39_b1,27-May-2014 17:40:36,11,7,5,+$1,136.0302,140.0214,142.0214,144.3881,146.0214,2,0.26667,0.300,6,0.24768,1,1!,+$1,$5.00,0.21429,hit
39_b1,27-May-2014 17:40:36,12,5,1,-$0,148.0299,154.0214,156.0214,159.0048,160.0214,2,0.23333,0.300,2,0.22401,1,1!,$0,$5.00,0.2381,hit
39_b1,27-May-2014 17:40:36,13,5,5,+$1,162.0299,164.0214,166.0214,168.9881,170.0214,2,0.23333,0.300,2,0.21466,1,1!,+$1,$6.00,0.2619,hit
39_b1,27-May-2014 17:40:36,14,7,5,+$1,172.0292,174.0214,176.0214,178.6381,180.0214,2,0.23333,0.300,6,0.21568,1,1!,+$1,$7.00,0.28571,hit
39_b1,27-May-2014 17:40:36,15,5,6,+$5,182.0308,188.0214,190.0214,192.8714,194.0214,2,0.23333,0.300,2,0.22334,1,1!,+$5,$12.00,0.30952,hit
39_b1,27-May-2014 17:40:36,16,6,3,-$5,196.0299,198.0214,200.0214,202.3881,204.0214,2,0.21667,0.300,4,0.20866,1,1!,$0,$12.00,0.33333,hit
39_b1,27-May-2014 17:40:36,17,6,4,+$0,206.0299,210.0214,212.0214,214.5881,216.0214,2,0.23333,0.260,4,0.23568,0,1!,$0,$12.00,0.33333,late
39_b1,27-May-2014 17:40:36,18,7,2,-$1,218.0299,222.0214,224.0214,226.9548,228.0214,2,0.25,0.280,6,0.239,1,1!,$0,$12.00,0.35714,hit
39_b1,27-May-2014 17:40:36,19,5,1,-$0,230.0298,236.0214,238.0214,240.8714,242.0214,2,0.25,0.300,2,0.23433,1,1!,$0,$12.00,0.38095,hit
39_b1,27-May-2014 17:40:36,20,6,2,-$1,244.029,246.0214,248.0214,250.9881,252.0214,2,0.21666,0.260,4,0.20467,1,1!,$0,$12.00,0.40476,hit
39_b1,27-May-2014 17:40:36,21,7,6,+$5,254.0303,258.0214,260.0214,262.7714,264.0214,2,0.20001,0.300,6,0.18934,1,1!,+$5,$17.00,0.42857,hit
39_b1,27-May-2014 17:40:36,22,7,3,-$5,266.0299,272.0214,274.0214,276.3048,278.0214,2,0.28333,0.300,6,NaN,0,NaN,-$5,$12.00,0.42857,noResponse
39_b1,27-May-2014 17:40:36,23,6,6,+$5,280.0316,286.0214,288.0214,290.9048,292.0214,2,0.25,0.280,4,0.233,1,1!,+$5,$17.00,0.45238,hit
39_b1,27-May-2014 17:40:36,24,5,5,+$1,294.0299,298.0214,300.0214,302.9714,304.0214,2,0.21667,0.280,2,0.19634,1,1!,+$1,$18.00,0.47619,hit
39_b1,27-May-2014 17:40:36,25,6,3,-$5,306.0299,308.0214,310.0214,312.7881,314.0214,2,0.25,0.280,4,0.27968,0,1!,-$5,$13.00,0.47619,late
