Subject,RunTime,Trial,TR,TrialType,CueValue,TrialOnset,CueOnset,DelayOnset,TargetOnset,FeedBackOnset,CueDuration,TargetDuration,CurrentTargetDuration,ITI,RT,ACC,KeyPressed,TrialGain,Total,TotalWinPercent,Timing
20_b1,17-Mar-2014 15:34:58,43,7,1,-$0,0.22904,18.028,20.028,22.878,24.028,2,0.25,0.300,6,0.22821,1,1!,$0,$0.00,0.02381,hit
20_b1,17-Mar-2014 15:34:58,44,7,2,-$1,26.2271,32.028,34.028,36.9613,38.028,2,0.28333,0.300,6,0.26432,1,1!,$0,$0.00,0.047619,hit
20_b1,17-Mar-2014 15:34:58,45,7,2,-$1,40.038,46.028,48.028,50.3613,52.028,2,0.28333,0.300,6,0.26417,1,1!,$0,$0.00,0.071429,hit
20_b1,17-Mar-2014 15:34:58,46,5,4,+$0,54.0361,60.028,62.028,64.9613,66.028,2,0.30001,0.300,2,0.60737,0,1!,$0,$0.00,0.071429,late
20_b1,17-Mar-2014 15:34:58,47,6,4,+$0,68.0353,70.028,72.028,74.7447,76.028,2,0.30002,0.300,4,0.49236,0,1!,$0,$0.00,0.071429,late
20_b1,17-Mar-2014 15:34:58,48,6,6,+$5,78.0352,82.028,84.028,86.3447,88.028,2,0.21667,0.300,4,0.20791,1,1!,+$5,$5.00,0.095238,hit
20_b1,17-Mar-2014 15:34:58,49,7,4,+$0,90.0353,94.028,96.028,98.478,100.028,2,0.26667,0.300,6,0.25553,1,1!,+$0,$5.00,0.11905,hit
20_b1,17-Mar-2014 15:34:58,50,6,4,+$0,102.0354,108.0113,110.028,112.678,114.028,2.0167,0.31667,0.320,4,0.41598,0,1!,$0,$5.00,0.11905,late
20_b1,17-Mar-2014 15:34:58,51,7,3,-$5,116.0359,120.028,122.028,124.9947,126.028,2,0.23333,0.300,6,0.22141,1,1!,$0,$5.00,0.14286,hit
20_b1,17-Mar-2014 15:34:58,52,6,2,-$1,128.0353,134.028,136.028,138.9947,140.028,2,0.26667,0.300,4,0.24261,1,1!,$0,$5.00,0.16667,hit
20_b1,17-Mar-2014 15:34:58,53,7,5,+$1,142.0359,146.028,148.028,150.3947,152.028,2,0.3,0.300,6,0.4485,0,1!,$0,$5.00,0.16667,late
