Subject,RunTime,Trial,TR,TrialType,CueValue,TrialOnset,CueOnset,DelayOnset,TargetOnset,FeedBackOnset,CueDuration,TargetDuration,CurrentTargetDuration,ITI,RT,ACC,KeyPressed,TrialGain,Total,TotalWinPercent,Timing
20_b2,13-Jan-2014 17:16:25,1,7,4,+$0,0.062115,12.0313,14.0179,16.8559,18.0249,1.9866,0.2689,0.400,6,0.242,1,1!,+$0,$0.00,0.020833,hit
20_b2,13-Jan-2014 17:16:25,2,6,2,-$1,20.0703,26.021,28.0248,30.879,32.0308,2.0039,0.40059,0.400,4,NaN,0,NaN,-$1,$-1.00,0.020833,noResponse
20_b2,13-Jan-2014 17:16:25,3,5,5,+$1,34.0245,38.0249,40.0273,42.4145,44.0172,2.0025,0.40074,0.400,2,NaN,0,NaN,$0,$-1.00,0.020833,noResponse
20_b2,13-Jan-2014 17:16:25,4,5,1,-$0,46.0276,48.0248,50.027,52.648,54.0249,2.0022,0.24349,0.400,2,0.22293,1,1!,$0,$-1.00,0.041667,hit
20_b2,13-Jan-2014 17:16:25,5,6,6,+$5,56.0322,58.0248,60.0269,62.6144,64.0167,2.002,0.2838,0.400,4,0.26157,1,1!,+$5,$4.00,0.0625,hit
20_b2,13-Jan-2014 17:16:25,6,6,2,-$1,66.0274,70.0265,72.0299,74.7677,76.0198,2.0033,0.40066,0.400,4,NaN,0,NaN,-$1,$3.00,0.0625,noResponse
20_b2,13-Jan-2014 17:16:25,7,7,4,+$0,78.0302,82.0296,84.033,86.8042,88.0249,2.0033,0.40405,0.400,6,NaN,0,NaN,$0,$3.00,0.0625,noResponse
20_b2,13-Jan-2014 17:16:25,8,5,1,-$0,90.0332,96.0192,98.0226,100.8439,102.0292,2.0034,0.31721,0.400,2,0.29666,1,1!,$0,$3.00,0.083333,hit
20_b2,13-Jan-2014 17:16:25,9,5,4,+$0,104.0399,106.0191,108.0223,110.4764,112.0289,2.0032,0.25044,0.400,2,0.2307,1,1!,+$0,$3.00,0.10417,hit
20_b2,13-Jan-2014 17:16:25,10,7,3,-$5,114.0397,116.0188,118.0221,120.7766,122.0287,2.0033,0.40063,0.400,6,NaN,0,NaN,-$5,$-2.00,0.10417,noResponse
20_b2,13-Jan-2014 17:16:25,11,7,2,-$1,124.0396,130.0251,132.0284,134.7662,136.0183,2.0033,0.40068,0.400,6,NaN,0,NaN,-$1,$-3.00,0.10417,noResponse
20_b2,13-Jan-2014 17:16:25,12,6,6,+$5,138.0288,144.0315,146.0181,148.3886,150.0248,1.9866,0.40292,0.400,4,NaN,0,NaN,$0,$-3.00,0.10417,noResponse
20_b2,13-Jan-2014 17:16:25,13,7,2,-$1,152.0351,156.0178,158.0211,160.3583,162.0277,2.0033,0.35052,0.420,6,0.33878,1,1!,$0,$-3.00,0.125,hit
20_b2,13-Jan-2014 17:16:25,14,6,4,+$0,164.0382,170.0249,172.0274,174.6484,176.0249,2.0025,0.27646,0.380,4,0.2542,1,1!,+$0,$-3.00,0.14583,hit
20_b2,13-Jan-2014 17:16:25,15,5,3,-$5,178.0323,182.0272,184.0304,187.002,188.0204,2.0032,0.40066,0.400,2,0.13386,0,1!,-$5,$-8.00,0.14583,late
20_b2,13-Jan-2014 17:16:25,16,7,2,-$1,190.0309,192.027,194.0303,196.5344,198.0248,2.0033,0.44045,0.440,6,NaN,0,NaN,-$1,$-9.00,0.14583,noResponse
20_b2,13-Jan-2014 17:16:25,17,5,3,-$5,200.0321,206.0166,208.0198,210.7082,212.0265,2.0033,0.40007,0.400,2,NaN,0,NaN,-$5,$-14.00,0.14583,noResponse
20_b2,13-Jan-2014 17:16:25,18,7,3,-$5,214.037,216.0331,218.0197,220.4415,222.0263,1.9866,0.41665,0.420,6,NaN,0,NaN,-$5,$-19.00,0.14583,noResponse
20_b2,13-Jan-2014 17:16:25,19,6,6,+$5,224.0368,230.0227,232.026,234.8306,236.0249,2.0033,0.22762,0.400,4,0.20508,1,1!,+$5,$-14.00,0.16667,hit
20_b2,13-Jan-2014 17:16:25,20,7,6,+$5,238.0321,242.0258,244.029,246.4664,248.0189,2.0033,0.38395,0.380,6,NaN,0,NaN,$0,$-14.00,0.16667,noResponse
20_b2,13-Jan-2014 17:16:25,21,5,3,-$5,250.0294,256.0321,258.0187,260.6564,262.0253,1.9866,0.2352,0.440,2,0.22183,1,1!,$0,$-14.00,0.1875,hit
20_b2,13-Jan-2014 17:16:25,22,7,2,-$1,264.036,266.0319,268.0184,270.8063,272.025,1.9865,0.45189,0.460,6,NaN,0,NaN,-$1,$-15.00,0.1875,noResponse
20_b2,13-Jan-2014 17:16:25,23,7,1,-$0,274.0358,280.0215,282.0248,284.9463,286.0314,2.0033,0.4006,0.400,6,NaN,0,NaN,-$0,$-15.00,0.1875,noResponse
20_b2,13-Jan-2014 17:16:25,24,6,3,-$5,288.0252,294.0278,296.0311,299.0026,300.0209,2.0033,0.25048,0.460,4,0.2303,1,1!,$0,$-15.00,0.20833,hit
20_b2,13-Jan-2014 17:16:25,25,5,4,+$0,302.0321,306.0309,308.0175,310.6885,312.0248,1.9866,0.26971,0.360,2,0.25901,1,1!,+$0,$-15.00,0.22917,hit
20_b2,13-Jan-2014 17:16:25,26,6,5,+$1,314.0353,316.0307,318.0172,320.3711,322.0248,1.9866,0.40372,0.400,4,NaN,0,NaN,$0,$-15.00,0.22917,noResponse
20_b2,13-Jan-2014 17:16:25,27,7,2,-$1,324.0342,328.017,330.0203,332.3916,334.0269,2.0033,0.48337,0.480,6,NaN,0,NaN,-$1,$-16.00,0.22917,noResponse
20_b2,13-Jan-2014 17:16:25,28,5,5,+$1,336.0373,342.0233,344.0266,346.464,348.0332,2.0033,0.40063,0.400,2,0.12297,0,1!,$0,$-16.00,0.22917,late
20_b2,13-Jan-2014 17:16:25,29,7,1,-$0,350.0355,352.023,354.0264,356.8978,358.0248,2.0034,0.37707,0.380,6,0.065803,0,1!,-$0,$-16.00,0.22917,late
20_b2,13-Jan-2014 17:16:25,30,5,5,+$1,360.0322,366.0127,368.0327,370.4701,372.0249,2.02,0.23819,0.420,2,0.21674,1,1!,+$1,$-15.00,0.25,hit
20_b2,13-Jan-2014 17:16:25,31,6,6,+$5,374.0334,376.0292,378.0325,380.8871,382.0249,2.0033,0.40444,0.400,4,NaN,0,NaN,$0,$-15.00,0.25,noResponse
20_b2,13-Jan-2014 17:16:25,32,7,5,+$1,384.0934,388.0322,390.0189,392.4562,394.0254,1.9867,0.43535,0.440,6,NaN,0,NaN,$0,$-15.00,0.25,noResponse
20_b2,13-Jan-2014 17:16:25,33,7,3,-$5,396.0388,402.0218,404.0251,406.98,408.0317,2.0033,0.48413,0.480,6,0.10381,0,1!,-$5,$-20.00,0.25,late
20_b2,13-Jan-2014 17:16:25,34,6,3,-$5,410.0256,416.0282,418.0315,420.5356,422.0213,2.0033,0.50084,0.500,4,NaN,0,NaN,-$5,$-25.00,0.25,noResponse
20_b2,13-Jan-2014 17:16:25,35,5,6,+$5,424.0321,428.0312,430.0179,432.4218,434.0248,1.9867,0.41981,0.420,2,NaN,0,NaN,$0,$-25.00,0.25,noResponse
20_b2,13-Jan-2014 17:16:25,36,6,5,+$1,436.0358,438.031,440.0176,442.4716,444.0249,1.9866,0.26983,0.460,4,0.24952,1,1!,+$1,$-24.00,0.27083,hit
20_b2,13-Jan-2014 17:16:25,37,6,5,+$1,446.0346,450.0173,452.0207,454.7418,456.0272,2.0033,0.26709,0.480,4,0.25582,1,1!,+$1,$-23.00,0.29167,hit
20_b2,13-Jan-2014 17:16:25,38,6,2,-$1,458.0379,462.0204,464.0248,466.6279,468.0302,2.0044,0.50089,0.500,4,NaN,0,NaN,-$1,$-24.00,0.29167,noResponse
20_b2,13-Jan-2014 17:16:25,39,5,1,-$0,470.0239,474.0249,476.0267,478.5309,480.0249,2.0018,0.32726,0.400,2,0.30489,1,1!,$0,$-24.00,0.3125,hit
20_b2,13-Jan-2014 17:16:25,40,6,6,+$5,482.0322,484.0248,486.0265,488.8979,490.0331,2.0017,0.43407,0.440,4,NaN,0,NaN,$0,$-24.00,0.3125,noResponse
20_b2,13-Jan-2014 17:16:25,41,6,4,+$0,492.0267,496.0263,498.0296,500.7173,502.0249,2.0033,0.34087,0.340,4,0.0096162,0,1!,$0,$-24.00,0.3125,late
20_b2,13-Jan-2014 17:16:25,42,6,4,+$0,504.0321,508.0293,510.0325,512.687,514.0248,2.0032,0.32122,0.320,4,0.0092946,0,1!,$0,$-24.00,0.3125,early
20_b2,13-Jan-2014 17:16:25,43,7,1,-$0,516.033,520.0323,522.019,524.9582,526.0255,1.9866,0.41661,0.420,6,NaN,0,NaN,-$0,$-24.00,0.3125,noResponse
20_b2,13-Jan-2014 17:16:25,44,5,4,+$0,528.0359,534.022,536.0253,538.496,540.0319,2.0033,0.28381,0.340,2,0.26726,1,1!,+$0,$-24.00,0.33333,hit
20_b2,13-Jan-2014 17:16:25,45,7,5,+$1,542.0256,544.0217,546.025,548.8464,550.0316,2.0033,0.50076,0.500,6,NaN,0,NaN,$0,$-24.00,0.33333,noResponse
20_b2,13-Jan-2014 17:16:25,46,5,1,-$0,552.026,558.0281,560.0314,562.8359,564.0248,2.0033,0.43891,0.440,2,0.053195,0,1!,-$0,$-24.00,0.33333,late
20_b2,13-Jan-2014 17:16:25,47,5,1,-$0,566.0322,568.0278,570.0311,572.5686,574.0249,2.0032,0.45623,0.460,2,0.055334,0,1!,-$0,$-24.00,0.33333,late
20_b2,13-Jan-2014 17:16:25,48,5,6,+$5,576.032,578.0276,580.0309,582.702,584.0249,2.0034,0.30621,0.460,2,0.28698,1,1!,+$5,$-19.00,0.35417,hit
