1,3,0,0,0,0,0,0,0,0,0,0.027945,0,0,1.5,0,,,
2,3,2,2,0,0,0,0,0,0,0,0,0,0,1.125,1.5,,,
3,3,0,0,0,0,0,0,0,0,0,2.631,0,0,1.5,2.625,,,
4,3,2,2,0,0,0,0,0,0,0,0,0,0,0.625,4.125,,,
5,3,0,1,0,0,0,0,0,0,0,4.7679,0,0,1.5,4.75,,,
6,3,2,2,0,0,0,0,0,0,0,0,0,0,0.5,6.25,,,0
7,3,0,1,0,0,0,0,0,0,0,6.7712,0,0,1.5,6.75,,,0
8,3,2,2,0,0,0,0,0,0,0,0,0,0,0.875,8.25,,,0
9,3,0,0,0,0,0,0,0,0,0,9.1418,0,0,1.5,9.125,,,0
10,3,2,2,0,0,0,0,0,0,0,0,0,0,0.75,10.625,,,0
11,3,0,1,0,0,0,0,0,0,0,11.395,0,0,1.5,11.375,,,0
12,3,2,2,0,0,0,0,0,0,0,0,0,0,0.875,12.875,,,0
13,3,0,0,2,250,0,1,0,0,0,13.766,0,0,1.5,13.75,,,0
14,3,2,2,0,0,0,0,0,0,0,0,0,0,1.125,15.25,,,0
15,3,0,1,1,250,0,1,0,0,0,16.387,0,0,1.5,16.375,,,0
16,3,2,2,0,0,0,0,0,0,0,0,0,0,1.625,17.875,,,0
17,3,2,2,0,0,0,0,0,0,0,0,0,0,1.5,19.5,,,0
18,3,2,2,0,0,0,0,0,0,0,0,0,0,2.375,21,,,0
19,3,2,2,0,0,0,0,0,0,0,0,0,0,1.5,23.375,,,0
20,3,2,2,0,0,0,0,0,0,0,0,0,0,1.375,24.875,,,0
21,3,2,2,0,0,0,0,0,0,0,0,0,0,1.5,26.25,,,0
22,3,2,2,0,0,0,0,0,0,0,0,0,0,3.5,27.75,,,0
23,3,2,2,0,0,0,0,0,0,0,0,0,0,1.5,31.25,,,0
24,3,2,2,0,0,0,0,0,0,0,0,0,0,0.75,32.75,,,0
25,3,2,2,0,0,0,0,0,0,0,0,0,0,1.5,33.5,,,0
26,3,2,2,0,0,0,0,0,0,0,0,0,0,2.375,35,,,0
27,3,0,0,0,0,0,0,0,0,0,37.388,0,0,1.5,37.375,,,0
28,3,2,2,0,0,0,0,0,0,0,0,0,0,1.25,38.875,,,0
29,3,0,1,0,0,0,0,0,0,0,40.143,0,0,1.5,40.125,,,0
30,3,2,2,0,0,0,0,0,0,0,0,0,0,1.25,41.625,,,0
31,3,0,0,0,0,0,0,0,0,0,42.88,0,0,1.5,42.875,,,0
32,3,2,2,0,0,0,0,0,0,0,0,0,0,1,44.375,,,0
33,3,0,0,0,0,0,0,0,0,0,45.385,0,0,1.5,45.375,,,0
34,3,2,2,0,0,0,0,0,0,0,0,0,0,2.875,46.875,,,0
35,3,0,0,2,300,0,1,0,0,0,49.758,0,0,1.5,49.75,,,0
36,3,2,2,0,0,0,0,0,0,0,0,0,0,1.125,51.25,,,0
37,3,0,1,0,0,0,0,0,0,0,52.396,0,0,1.5,52.375,,,0
